,Store_Name,Address,Address_Line__2,City,State,Zip5,Zip4,County,Longitude,Latitude,ObjectId,FIPS,Census Tract,Store_Type
213964,Circle K 2720242,410 W Wickenburg Way,,Wickenburg,AZ,85390,2278,MARICOPA,-112.73582,33.965733,213965,4.01E+13,4013040502,0
212136,Circle K 2720243,11125 W BUCKEYE,,CASHION,AZ,85329,,MARICOPA,-112.2994,33.434792,212137,4.01E+13,4013082209,0
212150,Circle K 2720248,6901 E Indian School Rd,,Scottsdale,AZ,85251,3819,MARICOPA,-111.93244,33.494717,212151,4.01E+13,4013217201,0
212151,Circle K 2720401,11 E McKellips Rd,,Mesa,AZ,85201,1603,MARICOPA,-111.83084,33.451454,212152,4.01E+13,4013420501,0
213502,Circle K 2720412,503 N Gilbert Rd,,Gilbert,AZ,85234,4528,MARICOPA,-111.78974,33.359852,213503,4.01E+13,4013422402,0
213504,Circle K 2720433,2709 W Guadalupe Rd,,Mesa,AZ,85202,7231,MARICOPA,-111.8926,33.363785,213505,4.01E+13,4013422213,0
212138,Circle K 2720563,4648 W Bethany Home Rd,,Glendale,AZ,85301,5304,MARICOPA,-112.15953,33.524097,212139,4.01E+13,4013093002,0
212139,Circle K 2720598,5050 W Thunderbird Rd,,Glendale,AZ,85306,4911,MARICOPA,-112.16808,33.610809,212140,4.01E+13,4013104218,0
212153,Circle K 2720599,1440 W Bell Rd,,Phoenix,AZ,85023,3427,MARICOPA,-112.09106,33.640289,212154,4.01E+13,4013618800,0
213975,Circle K 2720666,3502 W Union Hills Dr,,Glendale,AZ,85308,2402,MARICOPA,-112.13479,33.654678,213976,4.01E+13,4013616300,0
212154,Circle K 2720693,5850 S 19th Ave,,Phoenix,AZ,85041,4618,MARICOPA,-112.09923,33.393246,212155,4.01E+13,4013115600,0
213893,Circle K 2720720,2359 E Beardsley Rd,,Phoenix,AZ,85024,1223,MARICOPA,-112.03128,33.669533,213894,4.01E+13,4013616900,0
212156,Circle K 2720787,939 W Baseline Rd,,Tempe,AZ,85283,1003,MARICOPA,-111.95184,33.378159,212157,4.01E+13,4013320007,0
212164,Circle K 2720820,307 E US Highway 85,,Buckeye,AZ,85326,2608,MARICOPA,-112.58779,33.370426,212165,4.01E+13,4013050702,0
212165,Circle K 2720822,3 E Main St,,Avondale,AZ,85323,2643,MARICOPA,-112.34921,33.429295,212166,4.01E+13,4013061402,0
213507,Circle K 2720849,9615 E University Dr,,Mesa,AZ,85207,7129,MARICOPA,-111.62352,33.422321,213508,4.01E+13,4013420115,0
213989,Circle K 2720905,498 S Arizona Ave,,Chandler,AZ,85225,7517,MARICOPA,-111.84165,33.295582,213990,4.01E+13,4013523104,0
213497,Circle K 2721054,18610 N 107th Ave,,Sun City,AZ,85373,9772,MARICOPA,-112.28993,33.652855,213498,4.01E+13,4013615300,0
213993,Circle K 2721065,9049 W Peoria Ave,,Peoria,AZ,85345,6444,MARICOPA,-112.25456,33.580803,213994,4.01E+13,4013071906,0
212218,Circle K 2721130,11450 W Southern Ave,,Tolleson,AZ,85353,9339,MARICOPA,-112.30587,33.391796,212219,4.01E+13,4013082207,0
213966,Circle K 2721184,12707 W Grand Ave,,Surprise,AZ,85374,7042,MARICOPA,-112.33373,33.625397,213967,4.01E+13,4013060801,0
212435,Circle K 2721198,721 N 195th Ave,,Buckeye,AZ,85326,9730,MARICOPA,-112.47879,33.455441,212436,4.01E+13,4013050610,0
213646,Circle K 2721200,2702 W Glendale Ave,,Phoenix,AZ,85051,8429,MARICOPA,-112.11725,33.538578,213647,4.01E+13,4013105900,0
212162,Circle K 2721202,2005 N BUSH HWY,,MESA,AZ,85205,,MARICOPA,-111.68443,33.433617,212163,4.01E+13,4013420202,0
191331,Circle K 2721216,3955 E Broadway Rd,,Phoenix,AZ,85040,2925,MARICOPA,-111.99585,33.407253,191332,4.01E+13,4013116203,0
213987,Circle K 2721225,12301 W Lower Buckeye Rd,,Avondale,AZ,85323,9768,MARICOPA,-112.32409,33.420513,213988,4.01E+13,4013082208,0
64221,Circle K 2721247,5202 S Central Ave,,Phoenix,AZ,85040,8722,MARICOPA,-112.07347,33.399475,64222,4.01E+13,4013115802,0
212220,Circle K 2721250,330 E Broadway Rd,,Mesa,AZ,85210,1621,MARICOPA,-111.82339,33.40781,212221,4.01E+13,4013421400,0
213650,Circle K 2721286,104 E Wickenburg Way,,Wickenburg,AZ,85390,1481,MARICOPA,-112.72999,33.968987,213651,4.01E+13,4013040502,0
194154,Circle K 2721308,4249 W Bell Rd,,Phoenix,AZ,85053,2710,MARICOPA,-112.15045,33.639252,194155,4.01E+13,4013104226,0
213994,Circle K 2721317,955 E Chandler Blvd,,Chandler,AZ,85225,5641,MARICOPA,-111.8246,33.306183,213995,4.01E+13,4013523102,0
65506,Circle K 2721343,1550 N Country Club Dr,,Mesa,AZ,85201,2592,MARICOPA,-111.83985,33.44384,65507,4.01E+13,4013421101,0
211490,Circle K 2721344,1002 N 32nd St,,Phoenix,AZ,85008,5106,MARICOPA,-112.01295,33.45882,211491,4.01E+13,4013113501,0
64247,Circle K 2721345,3101 W Northern Ave,,Phoenix,AZ,85051,6526,MARICOPA,-112.12606,33.553043,64248,4.01E+13,4013105900,0
213967,Circle K 2721346,1330 W University Dr,,Tempe,AZ,85281,3320,MARICOPA,-111.95896,33.421989,213968,4.01E+13,4013318800,0
213983,Circle K 2721347,4502 N 19th Ave,,Phoenix,AZ,85015,4117,MARICOPA,-112.09994,33.50267,213984,4.01E+13,4013109002,0
209978,Circle K 2721479,809 E Southern Ave,,Mesa,AZ,85204,5005,MARICOPA,-111.81381,33.393322,209979,4.01E+13,4013422301,0
213496,Circle K 2721502,1323 W Southern Ave,,Tempe,AZ,85282,4519,MARICOPA,-111.95959,33.392807,213497,4.01E+13,4013319705,0
64264,Circle K 2721503,905 E Guadalupe Rd,,Tempe,AZ,85283,3041,MARICOPA,-111.92839,33.363697,64265,4.01E+13,4013319905,0
204929,Circle K 2721541,701 E Bethany Home Rd,,Phoenix,AZ,85014,2105,MARICOPA,-112.06464,33.523743,204930,4.01E+13,4013106501,0
236482,Circle K 2721566,3502 W Peoria Ave,,Phoenix,AZ,85029,4026,MARICOPA,-112.13437,33.582058,236483,4.01E+13,4013104203,0
212442,Circle K 2721569,699 E Buckeye Rd,,Phoenix,AZ,85004,2731,MARICOPA,-112.06545,33.436794,212443,4.01E+13,4013114900,0
212617,Circle K 2721570,4401 S 7th Ave,,Phoenix,AZ,85041,2401,MARICOPA,-112.08197,33.406311,212618,4.01E+13,4013115802,0
209993,Circle K 2721572,904 W Broadway Rd,,Tempe,AZ,85282,1223,MARICOPA,-111.95258,33.407417,209994,4.01E+13,4013318900,0
212152,Circle K 2721574,2012 W Southern Ave,,Mesa,AZ,85202,4702,MARICOPA,-111.87515,33.393169,212153,4.01E+13,4013422104,0
64111,Circle K 2721584,2640 W Van Buren St,,Phoenix,AZ,85009,4406,MARICOPA,-112.11655,33.451157,64112,4.01E+13,4013116800,0
211404,Circle K 2721603,1501 W McDowell Rd,,Phoenix,AZ,85007,1630,MARICOPA,-112.0915,33.465794,211405,4.01E+13,4013112900,0
212603,Circle K 2721613,8001 E Thomas Rd,,Scottsdale,AZ,85251,6622,MARICOPA,-111.90843,33.480362,212604,4.01E+13,4013217800,0
213892,Circle K 2721618,6002 N 7th Ave,,Phoenix,AZ,85013,1402,MARICOPA,-112.08247,33.524231,213893,4.01E+13,4013106703,0
191320,Circle K 2721619,2401 E Indian School Rd,,Phoenix,AZ,85016,6736,MARICOPA,-112.02988,33.494812,191321,4.01E+13,4013110801,0
212609,Circle K 2721620,3554 E Indian School Rd,,Phoenix,AZ,85018,5115,MARICOPA,-112.00544,33.495216,212610,4.01E+13,4013108302,0
209992,Circle K 2721621,1406 W Broadway Rd,,Tempe,AZ,85282,1150,MARICOPA,-111.96119,33.40749,209993,4.01E+13,4013319704,0
212616,Circle K 2721622,3404 N 19th Ave,,Phoenix,AZ,85015,5703,MARICOPA,-112.09998,33.488152,212617,4.01E+13,4013117000,0
213506,Circle K 2721623,5102 W Camelback Rd,,Glendale,AZ,85301,7501,MARICOPA,-112.1692,33.509499,213507,4.01E+13,4013093104,0
212608,Circle K 2721636,15 W Southern Ave,,Tempe,AZ,85282,4962,MARICOPA,-111.94,33.392834,212609,4.01E+13,4013319800,0
64252,Circle K 2721637,2401 E SOUTHERN,,PHOENIX,AZ,85040,,MARICOPA,-112.03001,33.393127,64253,4.01E+13,4013116203,0
212894,Circle K 2721646,7510 W Peoria Ave,,Peoria,AZ,85345,5919,MARICOPA,-112.22077,33.581429,212895,4.01E+13,4013071910,0
212443,Circle K 2721662,4402 E Osborn Rd,,Phoenix,AZ,85018,6040,MARICOPA,-111.9866,33.487587,212444,4.01E+13,4013111000,0
213489,Circle K 2721667,2850 N 7th St,,Phoenix,AZ,85006,1005,MARICOPA,-112.0651,33.479641,213490,4.01E+13,4013111800,0
64255,Circle K 2721671,2815 E University Dr,,Mesa,AZ,85213,8739,MARICOPA,-111.77053,33.422653,64256,4.01E+13,4013420707,0
209994,Circle K 2721673,1910 W Deer Valley Rd,,Phoenix,AZ,85027,2029,MARICOPA,-112.10016,33.683887,209995,4.01E+13,4013614700,0
212586,Circle K 2721728,6744 E McDowell Rd,,Scottsdale,AZ,85257,3104,MARICOPA,-111.93571,33.465748,212587,4.01E+13,4013218000,0
209138,Circle K 2721739,7440 S 7th Ave,,Phoenix,AZ,85041,7002,MARICOPA,-112.08195,33.378101,209139,4.01E+13,4013116602,0
64248,Circle K 2721741,5141 N Central Ave,,Phoenix,AZ,85012,1439,MARICOPA,-112.0737,33.51265,64249,4.01E+13,4013107500,0
215811,Circle K 2721750,5049 W Peoria Ave,,Glendale,AZ,85302,1705,MARICOPA,-112.16828,33.581867,215812,4.01E+13,4013092308,0
145470,Circle K 2721752,4343 E Camelback Rd,,Phoenix,AZ,85018,,MARICOPA,-111.98782,33.509464,145471,4.01E+13,4013108100,0
191455,Circle K 2721779,5041 W Lower Buckeye Rd,,Phoenix,AZ,85043,8109,MARICOPA,-112.16891,33.422222,191456,4.01E+13,4013112514,0
212437,Circle K 2721781,1540 E Broadway Rd,,Phoenix,AZ,85040,2310,MARICOPA,-112.0484,33.406837,212438,4.01E+13,4013115300,0
209977,Circle K 2721785,7420 W Cactus Rd,,Peoria,AZ,85381,9531,MARICOPA,-112.21976,33.595898,209978,4.01E+13,4013071510,0
209980,Circle K 2721795,1732 W Van Buren St,,Phoenix,AZ,85007,2439,MARICOPA,-112.0974,33.451328,209981,4.01E+13,4013112900,0
212956,Circle K 2721797,7602 E McKellips Rd,,Scottsdale,AZ,85257,4613,MARICOPA,-111.91752,33.45129,212957,4.01E+13,4013218200,0
212046,Circle K 2721833,4304 E Cactus Rd,,Phoenix,AZ,85032,7636,MARICOPA,-111.98934,33.599049,212047,4.01E+13,4013103210,0
211258,Circle K 2721834,4402 E Washington St,,Phoenix,AZ,85034,1913,MARICOPA,-111.98695,33.448368,211259,4.01E+13,4013113801,0
183475,Circle K 2721843,10 E Buckeye Rd,,Phoenix,AZ,85004,2749,MARICOPA,-112.07338,33.436848,183476,4.01E+13,4013114200,0
209982,Circle K 2721850,630 E Broadway Rd,,Phoenix,AZ,85040,2204,MARICOPA,-112.06558,33.406765,209983,4.01E+13,4013115400,0
213291,Circle K 2721855,15400 N 7th St,,Phoenix,AZ,85022,3532,MARICOPA,-112.06551,33.62611,213292,4.01E+13,4013103612,0
209999,Circle K 2721859,702 W McDowell Rd,,Phoenix,AZ,85007,1728,MARICOPA,-112.08276,33.465866,210000,4.01E+13,4013111900,0
212441,Circle K 2721897,5845 W McDowell Rd,,Phoenix,AZ,85035,4934,MARICOPA,-112.18616,33.465954,212442,4.01E+13,4013112507,0
211611,Circle K 2721908,13843 W Glendale Ave,,Glendale,AZ,85307,2003,MARICOPA,-112.35778,33.536842,211612,4.01E+13,4013061046,0
208897,Circle K 2721918,3151 E Broadway Rd,,Phoenix,AZ,85040,2723,MARICOPA,-112.01318,33.407013,208898,4.01E+13,4013116100,0
209989,Circle K 2721921,3149 E Van Buren St,,Phoenix,AZ,85008,6808,MARICOPA,-112.0135,33.451275,209990,4.01E+13,4013113801,0
62878,Circle K 2721929,4808 E Bell Rd,,Scottsdale,AZ,85254,6000,MARICOPA,-111.97718,33.640678,62879,4.01E+13,4013619900,0
209996,Circle K 2721938,2439 W Union Hills Dr,,Phoenix,AZ,85027,5180,MARICOPA,-112.11143,33.654682,209997,4.01E+13,4013618600,0
212963,Circle K 2721950,9040 S Central Ave,,Phoenix,AZ,85042,8375,MARICOPA,-112.07328,33.365318,212964,4.01E+13,4013116702,0
209003,Circle K 2721954,5907 W Bethany Home Rd,,Glendale,AZ,85301,5104,MARICOPA,-112.18669,33.524033,209004,4.01E+13,4013093105,0
209990,Circle K 2721967,5902 W Bell Rd,,Glendale,AZ,85308,3712,MARICOPA,-112.18664,33.638824,209991,4.01E+13,4013617900,0
209995,Circle K 2721968,4305 S 19th Ave,,Phoenix,AZ,85041,1300,MARICOPA,-112.09938,33.407303,209996,4.01E+13,4013114800,0
209000,Circle K 2721974,2400 E McDowell Rd,,Phoenix,AZ,85008,3529,MARICOPA,-112.02972,33.465816,209001,4.01E+13,4013111501,0
215519,Circle K 2721994,310 N Mesa Dr,,Mesa,AZ,85201,6726,MARICOPA,-111.82292,33.421963,215520,4.01E+13,4013421400,0
214402,Circle K 2721996,3550 E Main St,,Mesa,AZ,85213,8612,MARICOPA,-111.75412,33.415607,214403,4.01E+13,4013420707,0
214783,Circle K 2721998,1834 W Grant St,,Phoenix,AZ,85007,3320,MARICOPA,-112.09873,33.441414,214784,4.01E+13,4013114302,0
212396,Circle K 2722803,10625 N 19th Ave,,Phoenix,AZ,85029,4901,MARICOPA,-112.09964,33.582893,212397,4.01E+13,4013103615,0
213995,Circle K 2722817,2120 N 35th Ave,,Phoenix,AZ,85009,2351,MARICOPA,-112.13448,33.47113,213996,4.01E+13,4013112201,0
65705,Circle K 2722818,4023 N 47th Ave,,Phoenix,AZ,85031,2717,MARICOPA,-112.16023,33.49427,65706,4.01E+13,4013110002,0
65706,Circle K 2722820,3122 W Indian School Rd,,Phoenix,AZ,85017,4036,MARICOPA,-112.12707,33.49498,65707,4.01E+13,4013109102,0
65712,Circle K 2722835,3402 N 35th Ave,,Phoenix,AZ,85017,4404,MARICOPA,-112.13435,33.488022,65713,4.01E+13,4013110100,0
212135,Circle K 2722844,119 W University Dr,,Tempe,AZ,85281,,MARICOPA,-111.94212,33.421894,212136,4.01E+13,4013319000,0
212158,Circle K 2722854,1262 W Chandler Blvd,,Chandler,AZ,85224,5213,MARICOPA,-111.86604,33.306129,212159,4.01E+13,4013523006,0
212019,Circle K 2722857,2949 N 32nd St,,Phoenix,AZ,85018,6801,MARICOPA,-112.01286,33.481392,212020,4.01E+13,4013110901,0
213890,Circle K 2722858,7428 N 51st Ave,,Glendale,AZ,85301,2006,MARICOPA,-112.16865,33.545132,213891,4.01E+13,4013092500,0
212584,Circle K 2722860,302 N 52nd St,,Phoenix,AZ,85008,6758,MARICOPA,-111.9698,33.451302,212585,4.01E+13,4013111203,0
212433,Circle K 2722872,602 N 1st Ave,,Phoenix,AZ,85003,1515,MARICOPA,-112.07523,33.454899,212434,4.01E+13,4013113100,0
212444,Circle K 2722873,3930 E Southern Ave,,Phoenix,AZ,85040,3962,MARICOPA,-111.99705,33.392685,212445,4.01E+13,4013116203,0
212281,Circle K 2722874,9714 N 7th St,,Phoenix,AZ,85020,2106,MARICOPA,-112.06522,33.57473,212282,4.01E+13,4013104600,0
213657,Circle K 2722875,9002 N 47th Ave,,Glendale,AZ,85302,3600,MARICOPA,-112.16035,33.567554,213658,4.01E+13,4013092308,0
212407,Circle K 2722885,3618 W Buckeye Rd,,Phoenix,AZ,85009,5531,MARICOPA,-112.1377,33.436909,212408,4.01E+13,4013114600,0
212451,Circle K 2722887,1010 W Southern Ave,,Tempe,AZ,85282,4514,MARICOPA,-111.95245,33.392887,212452,4.01E+13,4013319705,0
191188,Circle K 2722889,1342 W Thomas Rd,,Phoenix,AZ,85013,4210,MARICOPA,-112.09106,33.480518,191189,4.01E+13,4013110400,0
212286,Circle K 2722890,3543 E Oak St,,Phoenix,AZ,85008,2120,MARICOPA,-112.00565,33.473053,212287,4.01E+13,4013111401,0
212449,Circle K 2722891,5146 E McDowell Rd,,Phoenix,AZ,85008,4232,MARICOPA,-111.97099,33.46571,212450,4.01E+13,4013111201,0
213679,Circle K 2722893,51 E Van Buren St,,Avondale,AZ,85323,1403,MARICOPA,-112.34905,33.449791,213680,4.01E+13,4013061200,0
91311,Circle K 2723365,1959 S Greenfield Rd,,Mesa,AZ,85206,3900,MARICOPA,-111.73963,33.379936,91312,4.01E+13,4013422636,0
91310,Circle K 2723366,1564 E Ray Rd,,Gilbert,AZ,85296,4428,MARICOPA,-111.75653,33.321266,91311,4.01E+13,4013814500,0
91889,Circle K 2723367,8327 W Thunderbird Rd,,Peoria,AZ,85381,4823,MARICOPA,-112.23825,33.609924,91890,4.01E+13,4013071517,0
137180,Circle K 2723372,3077 S Val Vista Dr,,Gilbert,AZ,85295,1327,MARICOPA,-111.75545,33.296734,137181,4.01E+13,4013815500,0
102347,Circle K 2723373,888 S Higley Rd,,Gilbert,AZ,85296,4769,MARICOPA,-111.72152,33.344406,102348,4.01E+13,4013422606,0
131310,Circle K 2723377,3010 S Gilbert Rd,,Chandler,AZ,85286,5111,MARICOPA,-111.78961,33.26265,131311,4.01E+13,4013812800,0
110003,Circle K 2723378,5880 W Camelback Rd,,Glendale,AZ,85301,,MARICOPA,-112.18578,33.509598,110004,4.01E+13,4013093104,0
126210,Circle K 2723379,507 W Broadway Rd,,Tempe,AZ,85282,1310,MARICOPA,-111.94625,33.407345,126211,4.01E+13,4013319705,0
135591,Circle K 2723381,1202 N Power Rd,,Mesa,AZ,85205,4902,MARICOPA,-111.68442,33.43758,135592,4.01E+13,4013420210,0
110000,Circle K 2723383,7260 S Power Rd,,Gilbert,AZ,85297,8002,MARICOPA,-111.6864,33.282341,110001,4.01E+13,4013815800,0
8089,Circle K 2723392,8277 W Olive Ave,,Peoria,AZ,85345,,MARICOPA,-112.23708,33.566483,8090,4.01E+13,4013093200,0
213484,Circle K 2723393,301 N 43rd Ave,,Phoenix,AZ,85009,4014,MARICOPA,-112.15174,33.451721,213485,4.01E+13,4013112602,0
141726,Circle K 2723395,16247 W Bell Rd,,Surprise,AZ,85374,,MARICOPA,-112.40688,33.638657,141727,4.01E+13,4013061027,0
150277,Circle K 2723396,3011 E Bell Rd,,Phoenix,AZ,85032,1920,MARICOPA,-112.01788,33.64045,150278,4.01E+13,4013103304,0
147774,Circle K 2723397,537 W Watson Rd,,Buckeye,AZ,85326,,MARICOPA,-112.55629,33.442112,147775,4.01E+13,4013050609,0
150278,Circle K 2723398,5240 S Rural Rd,,Tempe,AZ,85283,,MARICOPA,-111.92872,33.374866,150279,4.01E+13,4013319902,0
150279,Circle K 2723399,1122 E Indian School Rd,,Phoenix,AZ,85014,4813,MARICOPA,-112.05754,33.494728,150280,4.01E+13,4013110600,0
6263,Circle K 2723403,1850 W Happy Valley Rd,,Phoenix,AZ,85085,,MARICOPA,-112.09913,33.712955,6264,4.01E+13,4013612300,0
8088,Circle K 2723405,2120 W Northern Ave,,Phoenix,AZ,85021,,MARICOPA,-112.1046,33.553165,8089,4.01E+13,4013105503,0
18630,Circle K 2723419,5202 E Baseline Rd,,Gilbert,AZ,85234,2968,MARICOPA,-111.72216,33.379326,18631,4.01E+13,4013422636,0
53087,Circle K 2723425,3950 E Baseline Rd,,Phoenix,AZ,85042,,MARICOPA,-111.99691,33.378178,53088,4.01E+13,4013116203,0
159530,Circle K 2723447,975 N 7th St,,Phoenix,AZ,85006,3212,MARICOPA,-112.06518,33.458462,159531,4.01E+13,4013113202,0
4027,Circle K 2723452,3030 N Dobson Rd,,Mesa,AZ,85224,1238,MARICOPA,-111.87656,33.351151,4028,4.01E+13,4013422218,0
224095,Circle K 2723462,3155 S Gilbert Rd,,Gilbert,AZ,85295,4649,MARICOPA,-111.78957,33.292767,224096,4.01E+13,4013815300,0
230013,Circle K 2723463,9228 E Guadalupe Rd,,Mesa,AZ,85212,2133,MARICOPA,-111.63507,33.364681,230014,4.01E+13,4013422642,0
213682,Circle K 2723734,3443 W Dunlap Ave,,Phoenix,AZ,85051,5301,MARICOPA,-112.13381,33.567532,213683,4.01E+13,4013105602,0
213683,Circle K 2723735,4301 W Cactus Rd,,Glendale,AZ,85304,2333,MARICOPA,-112.15184,33.596313,213684,4.01E+13,4013104204,0
214509,Circle K 2723740,8955 N 19th Ave,,Phoenix,AZ,85021,4206,MARICOPA,-112.09955,33.567196,214510,4.01E+13,4013105400,0
214512,Circle K 2723743,5350 N 27th Ave,,Phoenix,AZ,85017,2936,MARICOPA,-112.11703,33.515415,214513,4.01E+13,4013107201,0
209835,Circle K 2723744,630 E Missouri Ave,,Phoenix,AZ,85012,1327,MARICOPA,-112.0661,33.516533,209836,4.01E+13,4013107500,0
145471,Circle K 2723745,3410 N Hayden Rd,,Scottsdale,AZ,85251,4710,MARICOPA,-111.90897,33.487991,145472,4.01E+13,4013217600,0
209836,Circle K 2723746,12201 N Cave Creek Rd,,Phoenix,AZ,85022,5828,MARICOPA,-112.03764,33.597366,209837,4.01E+13,4013103502,0
57757,Circle K 2723747,2730 N Scottsdale Rd,,Tempe,AZ,85281,1071,MARICOPA,-111.92638,33.458172,57758,4.01E+13,4013318501,0
209267,Circle K 2723751,12839 N Cave Creek Rd,,Phoenix,AZ,85022,5834,MARICOPA,-112.03673,33.603836,209268,4.01E+13,4013103502,0
209272,Circle K 2723753,13828 N 35th Ave,,Phoenix,AZ,85053,5666,MARICOPA,-112.1338,33.611931,209273,4.01E+13,4013104202,0
136673,Circle K 2725023,1523 E McDowell Rd,,Phoenix,AZ,85006,2940,MARICOPA,-112.04857,33.465721,136674,4.01E+13,4013113203,0
184323,Circle K 2725024,5105 W McDowell Rd,,Phoenix,AZ,85035,3871,MARICOPA,-112.16964,33.465954,184324,4.01E+13,4013112507,0
76491,Circle K 2725027,7140 E Shea Blvd,,Scottsdale,AZ,85254,5203,MARICOPA,-111.92646,33.582256,76492,4.01E+13,4013216830,0
58467,Circle K 2725030,9618 Saguaro Blvd,,Fountain Hills,AZ,85268,,MARICOPA,-111.71384,33.573647,58468,4.01E+13,4013216818,0
215708,Circle K 2725032,6950 W Chandler Blvd,,Chandler,AZ,85226,3327,MARICOPA,-111.96232,33.305359,215709,4.01E+13,4013810400,0
208893,Circle K 2725069,4301 W Thomas Rd,,Phoenix,AZ,85031,3843,MARICOPA,-112.15207,33.480442,208894,4.01E+13,4013112302,0
188265,Circle K 2725189,298 N 83rd Ave,,Tolleson,AZ,85353,,MARICOPA,-112.23842,33.45179,188266,4.01E+13,4013083000,0
78234,Circle K 2725194,12042 N 32nd St,,Phoenix,AZ,85028,1219,MARICOPA,-112.01322,33.594917,78235,4.01E+13,4013104802,0
67092,Circle K 2725281,6802 E Cave Creek Rd,,Cave Creek,AZ,85331,8613,MARICOPA,-111.93463,33.832054,67093,4.01E+13,4013030402,0
76327,Circle K 2725282,5060 E Warner Rd,,Phoenix,AZ,85044,3312,MARICOPA,-111.97681,33.334175,76328,4.01E+13,4013116708,0
67097,Circle K 2725283,3201 E Chandler Blvd,,Phoenix,AZ,85048,7282,MARICOPA,-112.0139,33.305115,67098,4.01E+13,4013116713,0
67098,Circle K 2725284,410 N Center St,,Mesa,AZ,85201,5802,MARICOPA,-111.83148,33.422771,67099,4.01E+13,4013421001,0
67266,Circle K 2725285,23447 S Power Rd,,Queen Creek,AZ,85142,4021,MARICOPA,-111.68582,33.234974,67267,4.01E+13,4013817000,0
67301,Circle K 2725286,751 N Arizona Ave,,Gilbert,AZ,85233,3400,MARICOPA,-111.84183,33.363529,67302,4.01E+13,4013422307,0
67302,Circle K 2725287,3801 E ELLIOTT RD,,PHOENIX,AZ,85044,,MARICOPA,-111.97664,33.348904,67303,4.01E+13,4013116708,0
68406,Circle K 2725290,1501 W Warner Rd,,Tempe,AZ,85284,2703,MARICOPA,-111.96357,33.334503,68407,4.01E+13,4013810000,0
68417,Circle K 2725291,18649 S Arizona Ave,,Chandler,AZ,85286,7142,MARICOPA,-111.84144,33.27523,68418,4.01E+13,4013812400,0
68405,Circle K 2725292,750 E Warner Rd,,Gilbert,AZ,85296,2934,MARICOPA,-111.77353,33.33569,68406,4.01E+13,4013422404,0
68407,Circle K 2725293,16802 E WILLIAMS FIELD RD,,HIGLEY,AZ,85236,,MARICOPA,-111.71584,33.321442,68408,4.01E+13,4013815200,0
68408,Circle K 2725294,755 W Warner Rd,,Gilbert,AZ,85233,7256,MARICOPA,-111.8063,33.335281,68409,4.01E+13,4013814300,0
68409,Circle K 2725295,29816 N Tatum Blvd,,Cave Creek,AZ,85331,5865,MARICOPA,-111.99168,33.756077,68410,4.01E+13,4013612400,0
68410,Circle K 2725296,13880 N Frank Lloyd Wright Blvd,,Scottsdale,AZ,85260,2828,MARICOPA,-111.8639,33.612103,68411,4.01E+13,4013216839,0
63132,Circle K 2725300,7530 S Priest Dr,,Tempe,AZ,85283,4301,MARICOPA,-111.96307,33.35091,63133,4.01E+13,4013320001,0
167410,Circle K 2725301,6015 S Arizona Ave,,Chandler,AZ,85248,,MARICOPA,-111.84111,33.240715,167411,4.01E+13,4013813100,0
142719,Circle K 2725302,6969 W Ray Rd,,Chandler,AZ,85226,1623,MARICOPA,-111.96235,33.319763,142720,4.01E+13,4013810400,0
123950,Circle K 2725307,3589 E Baseline Rd,,Gilbert,AZ,85234,2646,MARICOPA,-111.75478,33.379154,123951,4.01E+13,4013422504,0
109910,Circle K 2725308,3435 W Deer Valley Rd,,Phoenix,AZ,85027,2259,MARICOPA,-112.13398,33.683804,109911,4.01E+13,4013614600,0
149810,Circle K 2725316,1189 E Baseline Rd,,Gilbert,AZ,85233,1210,MARICOPA,-111.80779,33.378834,149811,4.01E+13,4013422307,0
67982,Circle K 2725320,4420 E Southern Ave,,Mesa,AZ,85206,2641,MARICOPA,-111.7377,33.393848,67983,4.01E+13,4013422513,0
78997,Circle K 2725322,24838 N 35th Ave,,Phoenix,AZ,85027,,MARICOPA,-112.1348,33.687347,78998,4.01E+13,4013614400,0
78237,Circle K 2725325,20202 N 7th Ave,,Phoenix,AZ,85027,3789,MARICOPA,-112.08292,33.669712,78238,4.01E+13,4013614800,0
8167,Circle K 2725400,7351 W Chandler Blvd,,Chandler,AZ,85226,3202,MARICOPA,-111.96803,33.305172,8168,4.01E+13,4013980400,0
143625,Circle K 2725401,417 S Dobson Rd,,Mesa,AZ,85202,1856,MARICOPA,-111.87449,33.40712,143626,4.01E+13,4013422102,0
76492,Circle K 2725405,2515 W Glendale Ave,,Phoenix,AZ,85051,6713,MARICOPA,-112.11337,33.538563,76493,4.01E+13,4013106801,0
201284,Circle K 2725407,4259 W McDowell Rd,,Phoenix,AZ,85009,2007,MARICOPA,-112.15138,33.465942,201285,4.01E+13,4013112601,0
77071,Circle K 2725408,4403 E Van Buren St,,Phoenix,AZ,85008,6917,MARICOPA,-111.98669,33.451153,77072,4.01E+13,4013113801,0
78985,Circle K 2725409,8249 W Indian School Rd,,Phoenix,AZ,85033,2906,MARICOPA,-112.23729,33.494263,78986,4.01E+13,4013109702,0
145476,Circle K 2725410,8890 E Shea Blvd,,Scottsdale,AZ,85260,6769,MARICOPA,-111.8894,33.5826,145477,4.01E+13,4013216826,0
14566,Circle K 2725544,8326 W Union Hills Dr,,Peoria,AZ,85382,8156,MARICOPA,-112.23833,33.652748,14567,4.01E+13,4013615600,0
