,Store_Name,Address,Address_Line__2,City,State,Zip5,Zip4,County,Longitude,Latitude,ObjectId,FIPS,Census Tract,Store_Type
87282,99 + Raham,5134 W Northern Ave,,Glendale,AZ,85301,1403,MARICOPA,-112.17031,33.553143,87283,4.01E+13,4013092307,0
179745,99 Cent Only Store 388,8940 E Indian Bend Rd,,Scottsdale,AZ,85250,,MARICOPA,-111.88815,33.538479,179746,4.01E+13,4013941300,0
227200,99 Cent Only Store 419,2009 N Stapley Dr,,Mesa,AZ,85203,1903,MARICOPA,-111.80486,33.452057,227201,4.01E+13,4013420301,0
10641,99 Cent Only Store 426,1045 S Gilbert Rd,,Mesa,AZ,85204,,MARICOPA,-111.78821,33.396503,10642,4.01E+13,4013422502,0
49339,99 CENTS ONLY STORE  116,1240 E Indian School Rd,,Phoenix,AZ,85014,4924,MARICOPA,-112.05482,33.494728,49340,4.01E+13,4013110600,0
190387,99 CENTS ONLY STORE  166,2315 E Bell Rd,,Phoenix,AZ,85022,2901,MARICOPA,-112.03275,33.640385,190388,4.01E+13,4013103606,0
81275,99 CENTS ONLY STORE  167,1996 N Alma School Rd,,Chandler,AZ,85224,2824,MARICOPA,-111.85918,33.33493,81276,4.01E+13,4013523005,0
190070,99 CENTS ONLY STORE  178,5340 W Glendale Ave,,Glendale,AZ,85301,2620,MARICOPA,-112.17393,33.538517,190071,4.01E+13,4013092500,0
185970,99 Cents Only Store 131,3518 W Peoria Ave,,Phoenix,AZ,85029,4026,MARICOPA,-112.13464,33.582085,185971,4.01E+13,4013104203,0
28679,99 Cents Only Store 133,790 E Southern Ave,,Tempe,AZ,85282,5207,MARICOPA,-111.92794,33.393002,28680,4.01E+13,4013319600,0
48447,99 Cents Only Store 145,1120 S Country Club Dr,,Mesa,AZ,85210,4648,MARICOPA,-111.84013,33.394768,48448,4.01E+13,4013422105,0
182543,99 CENTS ONLY STORE 161,12801 W BELL RD,,SURPRISE,AZ,85374,,MARICOPA,-112.33578,33.638416,182544,4.01E+13,4013060801,0
187176,99 CENTS ONLY STORE 163,4433 E Main St,,Mesa,AZ,85205,7901,MARICOPA,-111.7349,33.415401,187177,4.01E+13,4013422624,0
182544,99 Cents Only Store 164,7919 E THOMAS RD,,SCOTTSDALE,AZ,85251,,MARICOPA,-111.91084,33.480335,182545,4.01E+13,4013217900,0
188891,99 CENTS ONLY STORE 182,7620 W THOMAS RD,,PHOENIX,AZ,85033,,MARICOPA,-112.22276,33.480179,188892,4.01E+13,4013109705,0
195803,99 CENTS ONLY STORE 203,12805 N Tatum Blvd,,Phoenix,AZ,85032,7730,MARICOPA,-111.97834,33.602749,195804,4.01E+13,4013103205,0
195076,99 CENTS ONLY STORE 207,20165 N 67th Ave,,Glendale,AZ,85308,7002,MARICOPA,-112.20289,33.66597,195077,4.01E+13,4013615900,0
195109,99 CENTS ONLY STORE 220,8375 W Thunderbird Rd,Ste 102,Peoria,AZ,85381,3685,MARICOPA,-112.23918,33.609913,195110,4.01E+13,4013071517,0
72367,99 Cents Only Store 223,7830 N 12th St,,Phoenix,AZ,85020,4223,MARICOPA,-112.05663,33.551949,72368,4.01E+13,4013106300,0
76919,99 Cents Only Store 225,5010 W Indian School Rd,,Phoenix,AZ,85031,,MARICOPA,-112.1669,33.495014,76920,4.01E+13,4013109300,0
76635,99 Cents Only Store 231,13540 W Van Buren St,,Goodyear,AZ,85338,1259,MARICOPA,-112.3506,33.449898,76636,4.01E+13,4013061012,0
98697,99 Cents Only Store 282,6018 S Central Ave,,Phoenix,AZ,85042,4235,MARICOPA,-112.07346,33.391884,98698,4.01E+13,4013116500,0
29326,99 Cents Only Store 322,4240 W Bell Rd,,Phoenix,AZ,85308,,MARICOPA,-112.15042,33.639465,29327,4.01E+13,4013618300,0
143686,99 Cents Only Store 373,3610 W Baseline Rd,,Laveen,AZ,85339,3019,MARICOPA,-112.13839,33.377754,143687,4.01E+13,4013116606,0
177084,99 Cents Only Stores 0324,2070 S Power Rd,,Mesa,AZ,85209,6670,MARICOPA,-111.68797,33.378067,177085,4.01E+13,4013422622,0
125249,99 Cents Only Stores 306,750 N Gilbert Rd,,Gilbert,AZ,85234,4719,MARICOPA,-111.78986,33.363216,125250,4.01E+13,4013422401,0
163212,99cent Plus Beer And Wine,730 E Brown Rd,Ste 112,Mesa,AZ,85203,4840,MARICOPA,-111.81512,33.435528,163213,4.01E+13,4013420901,0
69350,Asian Grocery Store,2650 W Glenrosa Ave,Ste 10,Phoenix,AZ,85017,4387,MARICOPA,-112.11646,33.498611,69351,4.01E+13,4013109001,0
102147,AZ Dollar Store,1550 W Van Buren St,,Phoenix,AZ,85007,2442,MARICOPA,-112.09328,33.451366,102148,4.01E+13,4013112900,0
112117,Dollar  General 11185,951 E Pima St,,Gila Bend,AZ,85337,,MARICOPA,-112.70456,32.949493,112118,4.01E+13,4013723305,0
188564,DOLLAR CITY,427 N 1st St,,Buckeye,AZ,85326,2304,MARICOPA,-112.59087,33.373501,188565,4.01E+13,4013050702,0
215809,Dollar Dealz,6642 W. Maryland Ave,,Glendale,AZ,85301,,MARICOPA,-112.20212,33.531109,215810,4.01E+13,4013092801,0
84437,Dollar General 10200,400 W Ray Rd,,Chandler,AZ,85225,1917,MARICOPA,-111.84641,33.320679,84438,4.01E+13,4013523003,0
84439,Dollar General 10257,10633 W Peoria Ave,,Sun City,AZ,85351,4143,MARICOPA,-112.28886,33.579979,84440,4.01E+13,4013071802,0
88734,Dollar General 10837,10720 W Indian School Rd,,Phoenix,AZ,85037,5721,MARICOPA,-112.29146,33.493622,88735,4.01E+13,4013082012,0
107013,Dollar General 10996,18631 N 19th Ave,Ste 318,Phoenix,AZ,85027,,MARICOPA,-112.09974,33.656059,107014,4.01E+13,4013616600,0
157304,Dollar General 11976,1901 W Camelback Rd,,Phoenix,AZ,85015,3439,MARICOPA,-112.09998,33.509399,157305,4.01E+13,4013109002,0
173975,Dollar General 12457,7350 E Main St,,Mesa,AZ,85207,8304,MARICOPA,-111.67287,33.415501,173976,4.01E+13,4013420113,0
33628,Dollar General 13380,415 S Higley Rd,,Mesa,AZ,85206,2146,MARICOPA,-111.71915,33.407871,33629,4.01E+13,4013422637,0
187976,DOLLAR GENERAL 14141,1839 W Buckeye Rd,,Phoenix,AZ,85007,3522,MARICOPA,-112.09863,33.436714,187977,4.01E+13,4013114800,0
64763,Dollar General 14142,3949 W McDowell Rd,,Phoenix,AZ,85009,2114,MARICOPA,-112.14556,33.465942,64764,4.01E+13,4013112601,0
4534,Dollar General 14375,6600 W Van Buren St,,Phoenix,AZ,85043,5030,MARICOPA,-112.20223,33.45163,4535,4.01E+13,4013112505,0
41503,Dollar General 14509,330 E Brown Rd,,Mesa,AZ,85201,3506,MARICOPA,-111.82362,33.435558,41504,4.01E+13,4013421002,0
58151,Dollar General 18390,21818 W Harding St,,Wittmann,AZ,85361,9748,MARICOPA,-112.53239,33.779636,58152,4.01E+13,4013040517,0
135060,Dollar General 19349,17174 W Jomax Rd,,Surprise,AZ,85387,,MARICOPA,-112.42072,33.724663,135061,4.01E+13,4013040518,0
180180,Dollar General 19421,1219 E Van Buren St,,Phoenix,AZ,85006,3419,MARICOPA,-112.05554,33.451328,180181,4.01E+13,4013114000,0
236495,Dollar General 19475,10920 S Tuthill Rd,,Buckeye,AZ,85326,,MARICOPA,-112.48735,33.346226,236496,4.01E+13,4013723304,0
43739,Dollar General 19476,520 N 35th Ave,,Phoenix,AZ,85009,3332,MARICOPA,-112.13451,33.453846,43740,4.01E+13,4013112602,0
63536,Dollar General 19504,1529 W Van Buren St,,Phoenix,AZ,85007,2413,MARICOPA,-112.09266,33.451317,63537,4.01E+13,4013114301,0
136829,Dollar General 19554,13639 W Glendale Ave,,Glendale,AZ,85307,2035,MARICOPA,-112.35297,33.536777,136830,4.01E+13,4013061046,0
70299,Dollar General 19997,1807 N 195th Ave,,Buckeye,AZ,85396,,MARICOPA,-112.47875,33.467369,70300,4.01E+13,4013050606,0
152646,Dollar General 20071,1809 W Southern Ave,,Phoenix,AZ,85041,4630,MARICOPA,-112.09702,33.392235,152647,4.01E+13,4013116602,0
201844,DOLLAR GENERAL 6624,5136 W Peoria Ave,,Glendale,AZ,85302,1618,MARICOPA,-112.17033,33.581982,201845,4.01E+13,4013104221,0
204537,DOLLAR GENERAL 6743,602 E Monroe Ave,,Buckeye,AZ,85326,2808,MARICOPA,-112.5829,33.370529,204538,4.01E+13,4013050702,0
78194,Dollar General 6937,825 N Tegner St,,Wickenburg,AZ,85390,1467,MARICOPA,-112.73608,33.976524,78195,4.01E+13,4013040502,0
158180,Dollar General 7345,10725 W Thomas Rd,,Avondale,AZ,85392,4900,MARICOPA,-112.29046,33.478905,158181,4.01E+13,4013082023,0
77604,Dollar General 9887,8010 N 27th Ave,,Phoenix,AZ,85051,6302,MARICOPA,-112.11706,33.553337,77605,4.01E+13,4013105601,0
59855,Dollar General Store 13511,8550 S Central Ave,,Phoenix,AZ,85042,,MARICOPA,-112.07328,33.368538,59856,4.01E+13,4013116702,0
121196,Dollar General Store 17324,8418 E. Southern Ave,,MESA,AZ,85209,,MARICOPA,-111.64931,33.393383,121197,4.01E+13,4013422632,0
198040,Dollar General Store 17377,37930 W Salome Hwy,,Tonopah,AZ,85354,,MARICOPA,-112.86854,33.424953,198041,4.01E+13,4013050603,0
19513,Dollar Store,5030 W McDowell Rd,Ste 25,Phoenix,AZ,85035,3947,MARICOPA,-112.16732,33.466007,19514,4.01E+13,4013112301,0
108551,Dollar Tree 2607,4831 E Greenway Rd,,Scottsdale,AZ,85254,1685,MARICOPA,-111.9769,33.625961,108552,4.01E+13,4013103212,0
110898,Dollar Tree 2616,3415 W Thunderbird Rd,Ste 2,Phoenix,AZ,85053,5693,MARICOPA,-112.13131,33.610767,110899,4.01E+13,4013104000,0
110803,Dollar Tree 2617,1260 S Gilbert Rd,,Mesa,AZ,85204,6002,MARICOPA,-111.78839,33.391918,110804,4.01E+13,4013422302,0
110899,Dollar Tree 2619,3636 W Glendale Ave,,Phoenix,AZ,85051,8335,MARICOPA,-112.13782,33.538548,110900,4.01E+13,4013105800,0
110804,Dollar Tree 2621,6865 E Main St,,Mesa,AZ,85207,8207,MARICOPA,-111.68304,33.415512,110805,4.01E+13,4013422626,0
110900,Dollar Tree 2622,26 E Baseline Rd,36,Phoenix,AZ,85042,6539,MARICOPA,-112.07225,33.377796,110901,4.01E+13,4013116500,0
110901,Dollar Tree 2623,5235 W Indian School Rd,,Phoenix,AZ,85031,2604,MARICOPA,-112.17188,33.49493,110902,4.01E+13,4013109900,0
100246,Dollar Tree 2625,2071 N Arizona Ave,,Chandler,AZ,85225,3413,MARICOPA,-111.84172,33.336739,100247,4.01E+13,4013422209,0
111260,Dollar Tree 2632,2714 E University Dr,,Mesa,AZ,85213,8452,MARICOPA,-111.77243,33.422737,111261,4.01E+13,4013420602,0
111261,Dollar Tree 2633,10708 E Southern Ave,,Mesa,AZ,85209,3806,MARICOPA,-111.59985,33.393398,111262,4.01E+13,4013422615,0
111266,Dollar Tree 2643,213 E Dunlap Ave,,Phoenix,AZ,85020,2824,MARICOPA,-112.07066,33.567677,111267,4.01E+13,4013105300,0
111268,Dollar Tree 2650,1855 E Guadalupe Rd,Ste 107,Tempe,AZ,85283,3272,MARICOPA,-111.90831,33.363716,111269,4.01E+13,4013319906,0
111269,Dollar Tree 2651,7750 E McDowell Rd,Ste 106,Scottsdale,AZ,85257,3758,MARICOPA,-111.91314,33.465946,111270,4.01E+13,4013217900,0
100257,Dollar Tree 2655,9966 N 91st Ave,,Peoria,AZ,85345,8301,MARICOPA,-112.2551,33.575363,100258,4.01E+13,4013071909,0
111270,Dollar Tree 2658,6065 W Chandler Blvd.,Ste 2,Chandler,AZ,85226,,MARICOPA,-111.94677,33.305222,111271,4.01E+13,4013980400,0
112554,Dollar Tree 2680,1533 N Dysart Rd,,Avondale,AZ,85392,1202,MARICOPA,-112.34084,33.460808,112555,4.01E+13,4013061200,0
100261,Dollar Tree 2687,1234 W Elliot Rd,,Tempe,AZ,85284,1100,MARICOPA,-111.95956,33.349251,100262,4.01E+13,4013320001,0
98132,Dollar Tree 2814,1737 E Broadway Rd,Ste 101,Tempe,AZ,85282,2080,MARICOPA,-111.91054,33.407383,98133,4.01E+13,4013319500,0
113224,Dollar Tree 2845,16815 E Shae Blvd,Ste 127,Fountain Hills,AZ,85268,,MARICOPA,-111.71919,33.574661,113225,4.01E+13,4013216821,0
113227,Dollar Tree 2950,1918 W Rio Salado Pkwy,,Mesa,AZ,85201,7650,MARICOPA,-111.87217,33.429501,113228,4.01E+13,4013421201,0
117955,Dollar Tree 2970,818 E Union Hills Dr,,Phoenix,AZ,85024,2906,MARICOPA,-112.06284,33.6549,117956,4.01E+13,4013616800,0
117957,Dollar Tree 2974,1126 S Litchfield Rd,,Goodyear,AZ,85338,1400,MARICOPA,-112.35835,33.435898,117958,4.01E+13,4013061300,0
117958,Dollar Tree 2975,5122 N 95th Ave,#A150,Glendale,AZ,85305,,MARICOPA,-112.26392,33.510815,117959,4.01E+13,4013092720,0
113233,Dollar Tree 2992,3909 E Thomas Rd,,Phoenix,AZ,85018,7532,MARICOPA,-111.99747,33.480389,113234,4.01E+13,4013111402,0
105566,Dollar Tree 3143,15472 N 99th Ave,Ste 7,Sun City,AZ,85351,1974,MARICOPA,-112.26986,33.623779,105567,4.01E+13,4013071504,0
163484,Dollar Tree 3465,4005 E Chandler Blvd,Ste 2,Phoenix,AZ,85048,8888,MARICOPA,-111.99655,33.305092,163485,4.01E+13,4013116712,0
100391,Dollar Tree 3467,6750 W Peoria Ave,Ste 126F,Peoria,AZ,85345,9316,MARICOPA,-112.20641,33.58173,100392,4.01E+13,4013071903,0
42773,Dollar Tree 3538,5250 W Baseline Rd,,Laveen,AZ,85339,2949,MARICOPA,-112.17156,33.377655,42774,4.01E+13,4013116604,0
117667,Dollar Tree 3591,9820 W Lower Buckeye Rd,Ste 115,Tolleson,AZ,85353,1405,MARICOPA,-112.26906,33.421268,117668,4.01E+13,4013082204,0
121092,Dollar Tree 3605,3330 W Southern Ave,Ste 125,Phoenix,AZ,85041,4305,MARICOPA,-112.12996,33.392162,121093,4.01E+13,4013116607,0
158989,Dollar Tree 3639,11227 E Via Linda,,Scottsdale,AZ,85259,4073,MARICOPA,-111.83951,33.587132,158990,4.01E+13,4013216837,0
117681,Dollar Tree 3656,2570 S Val Vista Dr,Ste 101,Gilbert,AZ,85295,724,MARICOPA,-111.75571,33.304356,117682,4.01E+13,4013815400,0
117684,Dollar Tree 3684,2772 W Peoria Ave,#24,Phoenix,AZ,85029,5202,MARICOPA,-112.12048,33.582077,117685,4.01E+13,4013104302,0
117692,Dollar Tree 3703,857 N Val Vista Dr,Ste 112,Gilbert,AZ,85234,3602,MARICOPA,-111.75608,33.366585,117693,4.01E+13,4013422507,0
117693,Dollar Tree 3723,13206 N 7th St,Ste 2,Phoenix,AZ,85022,5394,MARICOPA,-112.06525,33.605469,117694,4.01E+13,4013103614,0
114114,Dollar Tree 3805,3522 W Bell Rd,,Glendale,AZ,85308,4314,MARICOPA,-112.13551,33.639668,114115,4.01E+13,4013618300,0
114116,Dollar Tree 3931,4455 E McKellips Rd,Ste 101,Mesa,AZ,85215,2552,MARICOPA,-111.7351,33.451775,114117,4.01E+13,4013420215,0
144102,Dollar Tree 3952,5745 N 19th Ave,,Phoenix,AZ,85015,2433,MARICOPA,-112.09957,33.521599,144103,4.01E+13,4013107400,0
144114,Dollar Tree 4011,4658 S Higley Rd,Ste 105,Gilbert,AZ,85297,,MARICOPA,-111.72073,33.265869,144115,4.01E+13,4013816000,0
158992,Dollar Tree 4258,4180 S Arizona Ave,Ste 6,Chandler,AZ,85248,4592,MARICOPA,-111.84134,33.245621,158993,4.01E+13,4013813000,0
170474,Dollar Tree 4343,4318 E Cactus Rd,,Phoenix,AZ,85032,7636,MARICOPA,-111.98914,33.59914,170475,4.01E+13,4013103210,0
165277,Dollar Tree 4352,1070 E Ray Rd,Ste 13,Chandler,AZ,85225,1773,MARICOPA,-111.82109,33.320869,165278,4.01E+13,4013811300,0
166445,Dollar Tree 4366,21546 S Ellsworth Loop Rd,,Queen Creek,AZ,85142,7685,MARICOPA,-111.63803,33.25293,166446,4.01E+13,4013816800,0
178554,Dollar Tree 4471,5012 W Olive Ave,,Glendale,AZ,85302,3507,MARICOPA,-112.16685,33.567574,178555,4.01E+13,4013092308,0
165697,Dollar Tree 4480,2501 W Happy Valley Rd,Ste 41,Phoenix,AZ,85085,3751,MARICOPA,-112.11178,33.712749,165698,4.01E+13,4013612300,0
11581,Dollar Tree 4606,860 S Watson Rd,Ste B6,Buckeye,AZ,85326,3431,MARICOPA,-112.55653,33.43898,11582,4.01E+13,4013050608,0
19318,Dollar Tree 4669,8190 W Deer Valley Rd,Ste 110,Peoria,AZ,85382,2126,MARICOPA,-112.23535,33.681637,19319,4.01E+13,4013613900,0
13920,Dollar Tree 4709,8216 W Bell Rd,,Glendale,AZ,85308,8700,MARICOPA,-112.23183,33.638321,13921,4.01E+13,4013617700,0
53797,Dollar Tree 5005,2020 N 75th Ave,Ste 101,Phoenix,AZ,85035,,MARICOPA,-112.22083,33.47039,53798,4.01E+13,4013112509,0
7631,Dollar Tree 5048,805 S Cotton Ln,,Goodyear,AZ,85338,4641,MARICOPA,-112.42677,33.439301,7632,4.01E+13,4013061022,0
70969,Dollar Tree 5120,6750 W Camelback Rd,Ste 102,Glendale,AZ,85303,6325,MARICOPA,-112.2047,33.509384,70970,4.01E+13,4013092716,0
87197,Dollar Tree 5300,1110 W Southern Ave,Ste 16,Mesa,AZ,85210,4933,MARICOPA,-111.8556,33.393219,87198,4.01E+13,4013422105,0
172295,Dollar Tree 5466,5002 S Power Rd,,Mesa,AZ,85212,3603,MARICOPA,-111.68715,33.326069,172296,4.01E+13,4013814800,0
172251,Dollar Tree 5474,2044 E Thomas Rd,,Phoenix,AZ,85016,7713,MARICOPA,-112.03707,33.480297,172252,4.01E+13,4013111601,0
138494,Dollar Tree 5564,3668 W Anthem Way,Ste A102,Anthem,AZ,85086,460,MARICOPA,-112.13941,33.868465,138495,4.01E+13,4013610200,0
104489,Dollar Tree 5567,8257 E Guadalupe Rd,Ste 101,Mesa,AZ,85212,9634,MARICOPA,-111.65566,33.364784,104490,4.01E+13,4013422618,0
36099,Dollar Tree 5581,17092 W Bell Rd,,Surprise,AZ,85374,2433,MARICOPA,-112.42681,33.639015,36100,4.01E+13,4013040527,0
129695,Dollar Tree 5696,63 N Greenfield Rd,Ste 101,Mesa,AZ,85205,7863,MARICOPA,-111.7364,33.417252,129696,4.01E+13,4013420213,0
74177,Dollar Tree 5783,2600 W Chandler Blvd,Ste 4,Chandler,AZ,85224,4927,MARICOPA,-111.88818,33.306004,74178,4.01E+13,4013810800,0
227780,Dollar Tree 5815,10730 W Bell Rd,,Sun City,AZ,85351,1073,MARICOPA,-112.29023,33.638168,227781,4.01E+13,4013617400,0
168457,Dollar Tree 5942,1818 W Bell Rd,Ste 120,Phoenix,AZ,85023,3453,MARICOPA,-112.09827,33.640259,168458,4.01E+13,4013618800,0
229651,Dollar Tree 5964,3329 E Bell Rd,Ste C,Phoenix,AZ,85032,,MARICOPA,-112.00999,33.640514,229652,4.01E+13,4013103303,0
213440,Dollar Tree 6070,8913 N 19th Ave,,Phoenix,AZ,85021,4206,MARICOPA,-112.09959,33.566658,213441,4.01E+13,4013105400,0
67825,Dollar Tree 6250,2670 E Germann Rd,,Chandler,AZ,85286,1464,MARICOPA,-111.7956,33.279655,67826,4.01E+13,4013812400,0
231927,Dollar Tree 6280,5031 E Ray Rd,,Phoenix,AZ,85044,6407,MARICOPA,-111.97559,33.319759,231928,4.01E+13,4013116719,0
179845,Dollar Tree 6311,2050 N Alma School Rd,Ste 7,Chandler,AZ,85224,2838,MARICOPA,-111.85912,33.335903,179846,4.01E+13,4013422210,0
64854,Dollar Tree 6434,5715 W Bell Rd,,Glendale,AZ,85308,3869,MARICOPA,-112.18243,33.638687,64855,4.01E+13,4013104214,0
159062,Dollar Tree 6491,4645 E Broadway Rd,,Phoenix,AZ,85040,,MARICOPA,-111.98103,33.407284,159063,4.01E+13,4013116204,0
235857,Dollar Tree 7013,425 W Baseline Rd,,Tempe,AZ,85283,1102,MARICOPA,-111.94562,33.378174,235858,4.01E+13,4013319902,0
238756,Dollar Tree 7016,5118 W McDowell Rd,,Phoenix,AZ,85035,3862,MARICOPA,-112.17001,33.466034,238757,4.01E+13,4013112402,0
157613,Dollar Tree 7057,1927 N Gilbert Rd,Ste 1,Mesa,AZ,85203,2851,MARICOPA,-111.78764,33.450611,157614,4.01E+13,4013420603,0
1477,Dollar Tree 7090,25410 S Arizona Ave,Ste 166,Sun Lakes,AZ,85248,7846,MARICOPA,-111.84131,33.216469,1478,4.01E+13,4013813700,0
188945,Dollar Tree 7183,3353 N 19th Ave,,Phoenix,AZ,85015,5702,MARICOPA,-112.09989,33.487091,188946,4.01E+13,4013110400,0
50231,Dollar Tree 7262,3516 E Southern Ave,,Mesa,AZ,85204,5601,MARICOPA,-111.75586,33.393726,50232,4.01E+13,4013422501,0
156474,Dollar Tree 7338,9420 W Northern Ave,Ste 103,Glendale,AZ,85305,1105,MARICOPA,-112.26201,33.55172,156475,4.01E+13,4013092708,0
200836,Dollar Tree 7584,14175 W Indian School Rd,,Goodyear,AZ,85395,8407,MARICOPA,-112.36408,33.485668,200837,4.01E+13,4013061020,0
213296,Dollar Tree 7723,2820 S Alma School Rd,,Chandler,AZ,85286,4392,MARICOPA,-111.85877,33.264984,213297,4.01E+13,4013812200,0
128057,Dollartree 4927,9124 E Main St,Ste 9,Mesa,AZ,85207,8735,MARICOPA,-111.63451,33.415417,128058,4.01E+13,4013420114,0
122199,DOLLARTREE 6917,112 E McKellips Rd,,Mesa,AZ,85201,1630,MARICOPA,-111.8297,33.451508,122200,4.01E+13,4013420401,0
157723,DOLLARTREE 6931,832 W Baseline Rd,,Mesa,AZ,85210,9521,MARICOPA,-111.84956,33.378868,157724,4.01E+13,4013422203,0
166659,DOLLARTREE 7974,2919 W Agua Fria Fwy,,Phoenix,AZ,85027,3927,MARICOPA,-112.12197,33.667976,166660,4.01E+13,4013616400,0
64195,DOLLARTREE 8427,390 N Litchfield Rd,,Goodyear,AZ,85338,1224,MARICOPA,-112.35831,33.451252,64196,4.01E+13,4013061012,0
33551,DOLLARTREE 8566,2728 S Alma School Rd,,Mesa,AZ,85210,4020,MARICOPA,-111.85919,33.365349,33552,4.01E+13,4013422222,0
86166,DOS HERMANOS,1109 W Hatcher Rd,,Phoenix,AZ,85021,3044,MARICOPA,-112.08751,33.571194,86167,4.01E+13,4013104501,0
55993,Family Dollar 10059,840 S Alma School Rd,,Mesa,AZ,85210,2001,MARICOPA,-111.85709,33.39949,55994,4.01E+13,4013422107,0
55995,Family Dollar 10071,5846 N 43rd Ave,,Glendale,AZ,85301,6319,MARICOPA,-112.15157,33.522064,55996,4.01E+13,4013093101,0
230816,Family Dollar 11184,5435 N 59th Ave,,Glendale,AZ,85301,,MARICOPA,-112.18629,33.516029,230817,4.01E+13,4013093104,0
212007,Family Dollar 11495,3506 W Thomas Rd,,Phoenix,AZ,85019,4423,MARICOPA,-112.13469,33.48053,212008,4.01E+13,4013110100,0
231595,Family Dollar 11626,6868 W Indian School Rd,,Phoenix,AZ,85033,3249,MARICOPA,-112.20712,33.494808,231596,4.01E+13,4013109602,0
226882,Family Dollar 11691,1205 S 19th Ave,,Phoenix,AZ,85009,6555,MARICOPA,-112.09997,33.43639,226883,4.01E+13,4013114800,0
203693,Family Dollar 11786,3121 E Van Buren St,,Phoenix,AZ,85008,6808,MARICOPA,-112.01368,33.451313,203694,4.01E+13,4013113801,0
182735,Family Dollar 11787,12214 W Lower Buckeye Rd,,Avondale,AZ,85353,,MARICOPA,-112.32161,33.420635,182736,4.01E+13,4013082211,0
207674,Family Dollar 11796,5109 W Thomas Rd,Ste 101,Phoenix,AZ,85031,3944,MARICOPA,-112.17017,33.480503,207675,4.01E+13,4013109900,0
184548,Family Dollar 12019,1877 W Osborn Rd,,Phoenix,AZ,85015,5829,MARICOPA,-112.0994,33.487724,184549,4.01E+13,4013110400,0
52121,Family Dollar 12301,2046 E Thomas Rd,,Phoenix,AZ,85016,7713,MARICOPA,-112.03693,33.480339,52122,4.01E+13,4013110702,0
38583,Family Dollar 12437,2709 W Camelback Rd,,Phoenix,AZ,85017,3213,MARICOPA,-112.11752,33.509396,38584,4.01E+13,4013109101,0
122521,Family Dollar 12527,2855 W Cactus Rd,Ste 20,Phoenix,AZ,85029,3352,MARICOPA,-112.12073,33.595604,122522,4.01E+13,4013104302,0
5173,Family Dollar 8531,4725 E Southern Ave,,Phoenix,AZ,85042,4150,MARICOPA,-111.97968,33.392735,5174,4.01E+13,4013116202,0
9337,Family Dollar 8644,4239 W McDowell Rd,Ste 24,Phoenix,AZ,85009,,MARICOPA,-112.14997,33.465942,9338,4.01E+13,4013112601,0
19465,Family Dollar 8763,3202 E Greenway Rd,,Phoenix,AZ,85032,,MARICOPA,-112.01323,33.626457,19466,4.01E+13,4013103303,0
220540,Family Dollar Store 10219,550 N Country Club Dr,,Mesa,AZ,85201,,MARICOPA,-111.84,33.425671,220541,4.01E+13,4013421102,0
13057,Family Dollar Store 10405,2550 W Van Buren St,,Phoenix,AZ,85009,4408,MARICOPA,-112.11496,33.451157,13058,4.01E+13,4013116800,0
167106,Family Dollar Store 10413,8801 N 7th St,,Phoenix,AZ,85020,2910,MARICOPA,-112.06523,33.56435,167107,4.01E+13,4013105200,0
195522,Family Dollar Store 10741,50518 N Eagle View Dr,,Aguila,AZ,85320,,MARICOPA,-113.16563,33.942169,195523,4.01E+13,4013040515,0
43744,Family Dollar Store 10848,725 W Indian School Rd,Ste 126,Phoenix,AZ,85013,3173,MARICOPA,-112.08367,33.494831,43745,4.01E+13,4013110400,0
82622,Family Dollar Store 11140,12101 W Thunderbird Rd,,El Mirage,AZ,85335,3252,MARICOPA,-112.32031,33.608913,82623,4.01E+13,4013060903,0
201550,Family Dollar Store 11565,5628 N 27th Ave,,Phoenix,AZ,85017,2603,MARICOPA,-112.11697,33.519241,201551,4.01E+13,4013107202,0
237260,Family Dollar Store 11819,15813 N Cave Creek Rd,Ste 101,Phoenix,AZ,85032,3530,MARICOPA,-112.03073,33.630352,237261,4.01E+13,4013103306,0
236808,Family Dollar Store 12211,6895 N 44th Ave,,Glendale,AZ,85301,,MARICOPA,-112.15348,33.537781,236809,4.01E+13,4013093001,0
134980,Family Dollar Store 3692,6420 N 59th Ave,,Glendale,AZ,85301,4463,MARICOPA,-112.1863,33.52961,134981,4.01E+13,4013092802,0
140414,Family Dollar Store 3914,255 E Southern Ave,,Mesa,AZ,85210,5404,MARICOPA,-111.82597,33.393318,140415,4.01E+13,4013422301,0
134981,Family Dollar Store 4024,3542 W Northern Ave,,Phoenix,AZ,85051,5975,MARICOPA,-112.1361,33.553154,134982,4.01E+13,4013105702,0
134969,Family Dollar Store 4410,9796 W Peoria Ave,,Peoria,AZ,85345,6134,MARICOPA,-112.26986,33.580463,134970,4.01E+13,4013071801,0
137028,Family Dollar Store 4743,1635 E Southern Ave,,Phoenix,AZ,85040,3533,MARICOPA,-112.04644,33.392742,137029,4.01E+13,4013116300,0
128058,Family Dollar Store 5024,1027 N Arizona Ave,,Chandler,AZ,85225,6693,MARICOPA,-111.84156,33.321224,128059,4.01E+13,4013522901,0
134971,Family Dollar Store 5048,200 W Wickenburg Way,,Wickenburg,AZ,85390,3217,MARICOPA,-112.73283,33.966358,134972,4.01E+13,4013040502,0
