Census Tract,distance,bus_stops,store_count
04013422220,3.989204532391526,7.0,0.0
04013422221,0.006144809965178143,5.0,1.0
04013422222,3.989204532391526,4.0,0.0
04013422301,0.11353774994930393,20.0,4.0
04013422302,0.02723521990883261,10.0,2.0
04013422304,3.989204532391526,9.0,0.0
04013422305,3.989204532391526,3.0,0.0
04013422307,0.06779400350752275,5.0,1.0
04013422308,0.18305545647681493,3.0,1.0
04013422309,3.989204532391526,3.0,0.0
04013422401,0.029382281749429404,10.0,1.0
04013422402,3.989204532391526,6.0,0.0
04013422403,3.989204532391526,9.0,0.0
04013422404,3.989204532391526,6.0,0.0
04013422501,3.989204532391526,8.0,0.0
04013422502,0.10355768358012798,10.0,2.0
04013422503,0.350093293566263,7.0,3.0
04013422504,0.8325027301311366,4.0,1.0
04013422506,3.989204532391526,0.0,0.0
04013422507,3.989204532391526,4.0,0.0
04013422508,0.30473541494808326,4.0,1.0
04013422509,3.989204532391526,8.0,0.0
04013422510,3.989204532391526,8.0,0.0
04013422511,0.5614574101529499,4.0,2.0
04013422512,3.989204532391526,0.0,0.0
04013422513,0.23373898871005416,6.0,1.0
04013422514,0.877335975587775,4.0,2.0
04013422606,1.0874321143178494,4.0,1.0
04013422607,3.989204532391526,8.0,0.0
04013422609,3.989204532391526,2.0,0.0
04013422610,3.989204532391526,0.0,0.0
04013422615,3.989204532391526,0.0,2.0
04013422616,3.989204532391526,0.0,0.0
04013422617,3.989204532391526,7.0,0.0
04013422618,0.8676435586153678,4.0,1.0
04013422620,0.9961932678393313,2.0,1.0
04013422621,1.0403597163688572,2.0,1.0
04013422622,3.989204532391526,7.0,0.0
04013422623,3.989204532391526,4.0,0.0
04013422624,0.03155364427567771,9.0,1.0
04013422625,3.989204532391526,22.0,0.0
04013422626,0.06775380148074417,1.0,1.0
04013422627,3.989204532391526,0.0,0.0
04013422628,3.989204532391526,0.0,0.0
04013422629,3.989204532391526,0.0,0.0
04013422630,3.989204532391526,0.0,1.0
04013422631,3.989204532391526,0.0,0.0
04013422632,3.989204532391526,0.0,0.0
04013422633,0.12720564074941446,4.0,3.0
04013422634,3.989204532391526,1.0,0.0
04013422635,3.989204532391526,0.0,0.0
04013422636,3.989204532391526,3.0,0.0
04013422637,3.989204532391526,4.0,0.0
04013422638,0.022569196890668927,3.0,1.0
04013422639,0.119903721113116,14.0,1.0
04013422640,3.989204532391526,0.0,0.0
04013422641,3.989204532391526,0.0,0.0
04013422642,3.989204532391526,0.0,2.0
04013422643,3.989204532391526,0.0,0.0
04013422644,3.989204532391526,0.0,1.0
04013422646,3.989204532391526,0.0,1.0
04013522800,3.989204532391526,7.0,0.0
04013522901,0.029987791620140418,7.0,1.0
04013522903,3.989204532391526,8.0,0.0
04013522904,3.989204532391526,4.0,0.0
04013523002,3.989204532391526,15.0,0.0
04013523003,0.10192064741422102,16.0,1.0
04013523005,0.0852616915743294,11.0,1.0
04013523006,0.037576969343523045,17.0,2.0
04013523102,0.08023925373790991,16.0,2.0
04013523103,0.091195972102977,10.0,1.0
04013523104,3.989204532391526,15.0,0.0
04013610000,3.989204532391526,0.0,1.0
04013610100,3.989204532391526,0.0,0.0
04013610200,3.989204532391526,0.0,0.0
04013610300,3.989204532391526,0.0,2.0
04013610400,3.989204532391526,0.0,0.0
04013610500,3.989204532391526,0.0,0.0
04013610600,3.989204532391526,0.0,1.0
04013610700,3.989204532391526,0.0,0.0
04013610800,3.989204532391526,0.0,0.0
04013610900,0.20482148426747002,10.0,3.0
04013611000,3.989204532391526,0.0,0.0
04013611100,3.989204532391526,2.0,0.0
04013611200,3.989204532391526,0.0,0.0
04013611300,3.989204532391526,0.0,1.0
04013611400,3.989204532391526,0.0,1.0
04013611500,3.989204532391526,0.0,0.0
04013611600,3.989204532391526,0.0,1.0
04013611700,3.989204532391526,0.0,1.0
04013611800,3.989204532391526,0.0,0.0
04013611900,3.989204532391526,8.0,0.0
04013612000,3.989204532391526,0.0,0.0
04013612200,3.989204532391526,0.0,0.0
04013612300,0.03340754207096934,7.0,1.0
04013612400,3.989204532391526,0.0,0.0
04013612500,3.989204532391526,0.0,2.0
04013612600,3.989204532391526,0.0,1.0
04013612700,3.989204532391526,0.0,0.0
04013612800,3.989204532391526,0.0,1.0
04013612900,3.989204532391526,0.0,0.0
04013613000,3.989204532391526,0.0,1.0
04013613100,3.989204532391526,0.0,0.0
04013613200,3.989204532391526,0.0,0.0
04013613300,3.989204532391526,0.0,0.0
04013613400,3.989204532391526,0.0,0.0
04013613500,1.0984944214586758,1.0,1.0
04013613600,0.17044630354217985,6.0,1.0
04013613700,3.989204532391526,5.0,0.0
04013613800,0.09108317832060253,3.0,1.0
04013613900,0.07258945536137051,3.0,1.0
04013614000,3.989204532391526,0.0,1.0
04013614100,3.989204532391526,0.0,0.0
04013614200,3.989204532391526,0.0,2.0
04013614300,3.989204532391526,3.0,0.0
04013614400,3.989204532391526,4.0,0.0
04013614500,3.989204532391526,5.0,0.0
04013614600,3.989204532391526,13.0,0.0
04013614700,3.989204532391526,41.0,0.0
04013614800,3.989204532391526,2.0,0.0
04013614900,3.989204532391526,5.0,0.0
04013615000,3.989204532391526,3.0,0.0
04013615100,3.989204532391526,0.0,0.0
04013615200,0.11980782238582019,25.0,4.0
04013615300,3.989204532391526,0.0,0.0
04013615400,3.989204532391526,0.0,0.0
04013615500,3.989204532391526,1.0,0.0
04013615600,3.989204532391526,6.0,0.0
04013615700,3.989204532391526,2.0,0.0
04013615800,0.9172978648039428,4.0,1.0
04013615900,3.989204532391526,8.0,0.0
04013616000,3.989204532391526,7.0,0.0
04013616100,3.989204532391526,0.0,0.0
04013616200,0.08882414644004842,4.0,1.0
04013616300,0.15702255187338507,8.0,1.0
04013616400,0.10152901863199516,19.0,1.0
04013616500,3.989204532391526,13.0,0.0
04013616600,3.989204532391526,8.0,0.0
04013616700,3.989204532391526,8.0,0.0
04013616800,3.989204532391526,7.0,0.0
04013616900,3.989204532391526,9.0,0.0
04013617000,3.989204532391526,10.0,0.0
04013617100,3.989204532391526,0.0,0.0
04013617200,3.989204532391526,2.0,0.0
04013617300,3.989204532391526,5.0,0.0
04013617400,3.989204532391526,0.0,1.0
04013617500,0.4062597893131832,2.0,1.0
04013617600,0.1009502762548524,4.0,1.0
04013617700,0.31345060941379754,10.0,2.0
04013617800,3.989204532391526,14.0,0.0
04013617900,3.989204532391526,15.0,0.0
04013618000,0.04748699189682087,11.0,2.0
04013618100,3.989204532391526,12.0,0.0
04013618200,3.989204532391526,8.0,0.0
04013618300,3.989204532391526,9.0,0.0
04013618400,3.989204532391526,12.0,0.0
04013618500,0.07035562718973896,12.0,1.0
04013618600,0.02482773286799313,10.0,1.0
04013618700,0.09407536935595229,6.0,2.0
04013618800,0.040229390541173936,7.0,2.0
04013618900,0.037491876702267446,12.0,2.0
04013619000,0.06513511849235323,5.0,1.0
04013619100,3.989204532391526,3.0,0.0
04013619200,3.989204532391526,3.0,0.0
04013619300,3.989204532391526,6.0,0.0
04013619400,3.989204532391526,5.0,0.0
04013619500,0.08627945584979173,16.0,1.0
04013619600,0.06471131487897223,15.0,1.0
04013619700,3.989204532391526,8.0,0.0
04013619800,3.989204532391526,8.0,0.0
04013619900,0.10031420266904227,13.0,1.0
04013723303,3.989204532391526,0.0,0.0
04013723304,3.989204532391526,0.0,0.0
04013723305,3.989204532391526,3.0,0.0
04013723306,3.989204532391526,0.0,0.0
04013723307,3.989204532391526,0.0,1.0
04013723308,3.989204532391526,0.0,0.0
04013810000,3.989204532391526,18.0,0.0
04013810100,0.07931091524061167,23.0,2.0
04013810200,3.989204532391526,6.0,0.0
04013810300,3.989204532391526,8.0,0.0
04013810400,0.09091540146637103,20.0,1.0
04013810500,0.017024679582405167,17.0,1.0
04013810600,0.03784997746929492,22.0,1.0
04013810700,0.12847310851701993,12.0,1.0
04013810800,0.014154919529326293,13.0,1.0
04013810900,3.989204532391526,5.0,0.0
04013811000,3.989204532391526,3.0,0.0
04013811100,0.03764786734895498,6.0,1.0
04013811200,3.989204532391526,10.0,0.0
04013811300,0.16439380565789374,4.0,1.0
04013811400,0.04861505771659732,8.0,1.0
04013811500,3.989204532391526,5.0,0.0
04013811600,3.989204532391526,4.0,0.0
04013811700,3.989204532391526,8.0,0.0
04013811800,3.989204532391526,6.0,0.0
04013811900,3.989204532391526,3.0,0.0
04013812000,0.21085496773134968,3.0,1.0
04013812100,0.06018469414368902,1.0,1.0
04013812200,1.3074590793352683,11.0,2.0
04013812300,3.989204532391526,0.0,1.0
04013812400,1.0041461507169513,7.0,2.0
04013812500,3.989204532391526,1.0,0.0
04013812600,3.989204532391526,9.0,0.0
04013812700,3.989204532391526,0.0,1.0
04013812800,3.989204532391526,0.0,0.0
04013812900,1.1283148722074594,2.0,1.0
04013813000,3.989204532391526,5.0,0.0
04013813100,3.989204532391526,0.0,1.0
04013813200,3.989204532391526,0.0,0.0
04013813300,3.989204532391526,0.0,2.0
04013813400,3.989204532391526,0.0,1.0
04013813500,3.989204532391526,0.0,0.0
04013813600,3.989204532391526,0.0,0.0
04013813700,3.989204532391526,0.0,0.0
04013813800,3.989204532391526,0.0,0.0
04013813900,3.989204532391526,0.0,1.0
04013814000,3.989204532391526,0.0,0.0
04013814100,3.989204532391526,0.0,0.0
04013814200,3.989204532391526,0.0,1.0
04013814300,3.989204532391526,6.0,0.0
04013814400,3.989204532391526,9.0,0.0
04013814500,3.989204532391526,0.0,2.0
04013814600,3.989204532391526,2.0,0.0
04013814700,3.989204532391526,0.0,0.0
04013814800,3.989204532391526,2.0,0.0
04013814900,3.989204532391526,9.0,0.0
04013815000,3.989204532391526,3.0,0.0
04013815100,3.989204532391526,3.0,0.0
04013815200,0.0886006130716151,5.0,2.0
04013815300,0.09925321559528373,7.0,3.0
04013815400,0.44623629280303034,9.0,2.0
04013815500,0.06654197146525224,8.0,3.0
04013815600,3.989204532391526,3.0,0.0
04013815700,3.989204532391526,0.0,1.0
04013815800,3.989204532391526,0.0,0.0
04013815900,3.989204532391526,1.0,0.0
04013816000,3.989204532391526,0.0,1.0
04013816100,3.989204532391526,0.0,0.0
04013816200,3.989204532391526,0.0,0.0
04013816300,3.989204532391526,0.0,1.0
04013816400,3.989204532391526,0.0,0.0
04013816500,3.989204532391526,0.0,2.0
04013816600,3.989204532391526,0.0,0.0
04013816700,3.989204532391526,0.0,1.0
04013816800,3.989204532391526,0.0,3.0
04013816900,3.989204532391526,0.0,0.0
04013817000,3.989204532391526,0.0,0.0
04013817100,3.989204532391526,0.0,1.0
04013817200,3.989204532391526,0.0,0.0
04013817300,3.989204532391526,0.0,0.0
04013817400,3.989204532391526,0.0,0.0
04013817500,3.989204532391526,0.0,1.0
04013817600,0.4533864296735015,2.0,1.0
04013940700,3.989204532391526,0.0,0.0
04013941000,0.02483817307948975,11.0,1.0
04013941100,3.989204532391526,1.0,0.0
04013941200,3.989204532391526,0.0,0.0
04013941300,0.18981596101363052,8.0,2.0
04013980100,3.989204532391526,0.0,0.0
04013980400,3.989204532391526,7.0,0.0
04013980500,3.989204532391526,2.0,0.0
04013980600,3.989204532391526,0.0,0.0
04013980700,3.989204532391526,0.0,0.0
