,Census Tract,Unnamed: 0,Store_Name,Address,Address_Line__2,City,State,Zip5,Zip4,County,Longitude,Latitude,ObjectId,FIPS,Store_Type,distance,bus_stops,store_count
0,04013010101,,,,,,,,,,,,,,,,,
1,04013010102,,,,,,,,,,,,,,,,,
2,04013030401,189771.0,Bashas' 66,36889 TOM DARLINGTON,,CAREFREE,AZ,85377.0,,MARICOPA,-111.92428000000001,33.821388,189772.0,40100000000000.0,GroceryStore,,,
3,04013030402,,,,,,,,,,,,,,,,,
4,04013040502,210873.0,Bashas' 55,275 N Tegner,#17,Wickenburg,AZ,85358.0,,MARICOPA,-112.73236999999999,33.970596,210874.0,40100000000000.0,GroceryStore,,,
5,04013040502,188577.0,Maverik 600,784 W Wickenburg Way,,Wickenburg,AZ,85390.0,,MARICOPA,-112.74516000000001,33.965934999999995,188578.0,40100000000000.0,Market,,,
6,04013040502,212167.0,SAFEWAY  1584,1999 W Wickenburg Way,,Wickenburg,AZ,85390.0,2205.0,MARICOPA,-112.77168,33.962177000000004,212168.0,40100000000000.0,GroceryStore,,,
7,04013040506,161405.0,Frys 86,19403 N R H Johnson Blvd,,Sun City West,AZ,85375.0,4404.0,MARICOPA,-112.35383,33.659176,161406.0,40100000000000.0,GroceryStore,,,
8,04013040507,115124.0,ALBERTSONS 977,14551 W GRAND AVE,,SURPRISE,AZ,85375.0,,MARICOPA,-112.38252,33.663940000000004,115125.0,40100000000000.0,GroceryStore,,,
9,04013040507,49272.0,Bashas' 128,13940 W Meeker Blvd,,Sun City,AZ,85375.0,4492.0,MARICOPA,-112.35999,33.660618,49273.0,40100000000000.0,GroceryStore,,,
10,04013040507,213678.0,SAFEWAY 2054,13503 W Camino del Sol,,Sun City West,AZ,85375.0,4439.0,MARICOPA,-112.35106999999999,33.656719,213679.0,40100000000000.0,GroceryStore,,,
11,04013040512,,,,,,,,,,,,,,,,,
12,04013040513,,,,,,,,,,,,,,,,,
13,04013040514,,,,,,,,,,,,,,,,,
14,04013040515,,,,,,,,,,,,,,,,,
15,04013040516,,,,,,,,,,,,,,,,,
16,04013040517,164171.0,Wells Country Store,21844 W Harding St,,Wittmann,AZ,85361.0,9748.0,MARICOPA,-112.53327,33.780304,164172.0,40100000000000.0,Market,,,
17,04013040518,,,,,,,,,,,,,,,,,
18,04013040519,,,,,,,,,,,,,,,,,
19,04013040520,97261.0,Safeway 2799,28455 N Vistancia Blvd,,Peoria,AZ,85383.0,2087.0,MARICOPA,-112.32201,33.740223,97262.0,40100000000000.0,GroceryStore,,,
20,04013040521,,,,,,,,,,,,,,,,,
21,04013040522,,,,,,,,,,,,,,,,,
22,04013040523,,,,,,,,,,,,,,,,,
23,04013040524,,,,,,,,,,,,,,,,,
24,04013040525,,,,,,,,,,,,,,,,,
25,04013040526,,,,,,,,,,,,,,,,,
26,04013040527,139324.0,Fry's 680,15215 N Cotton Ln,Attn: Connie Tanner,Surprise,AZ,85374.0,,MARICOPA,-112.42671000000001,33.645988,139325.0,40100000000000.0,GroceryStore,,,
27,04013040528,34672.0,FRY'S 61,15510 W Bell Rd,,Surprise,AZ,85374.0,3436.0,MARICOPA,-112.39515,33.638809,34673.0,40100000000000.0,GroceryStore,,,
