,Store_Name,Address,Address_Line__2,City,State,Zip5,Zip4,County,Longitude,Latitude,ObjectId,FIPS,Census Tract
35779,SAFEWAY  1984,9125 E Tanque Verde Rd,,Tucson,AZ,85749,8820,PIMA,-110.79775,32.257809,35780,040190040552022,04019004055
35854,Mr. Toro Carniceria,7545 S Houghton Rd,Ste 185,Tucson,AZ,85747,3309,PIMA,-110.77257,32.114773,35855,040190040621000,04019004062
35899,QuikTrip 405,9010 N 19th Ave,,Phoenix,AZ,85021,2910,MARICOPA,-112.09965,33.568047,35900,040131044021013,04013104402
35912,7-Eleven 20212C,1950 E Indian School Rd,,Phoenix,AZ,85016,6017,MARICOPA,-112.03971,33.494797,35913,040131085012022,04013108501
35967,Speedway 2964,520 N PINAL PKWY,,FLORENCE,AZ,85132,,PINAL,-111.37916,33.036671,35968,040210009011046,04021000901
36048,T & B Holdings Llc,2180 E Broadway Rd,,Tempe,AZ,85282,1741,MARICOPA,-111.89243,33.407585,36049,040133192022015,04013319202
36089,Four Son Food Store 509,1442 E Chandler Blvd,,Phoenix,AZ,85048,,MARICOPA,-112.05249,33.305229,36090,040131167281015,04013116728
36099,Dollar Tree 5581,17092 W Bell Rd,,Surprise,AZ,85374,2433,MARICOPA,-112.42681,33.639015,36100,040130405272011,04013040527
36102,Ahwatukee Auto Spa,4601 E Chandler Blvd,,Phoenix,AZ,85048,0424,MARICOPA,-111.98414,33.305134,36103,040131167121029,04013116712
36174,M I Quick Stop,49998 Ehrenberg Poston Hwy.,,Ehrenberg,AZ,85334,,LA PAZ,-114.51678,33.609379,36175,040120206021023,04012020602
36236,Walmart Supercenter 2768,1955 S Stapley Dr,,Mesa,AZ,85204,6615,MARICOPA,-111.80708,33.37962,36237,040134223021024,04013422302
36472,Walmart Supercenter 1369,300 N Beeline Hwy,,Payson,AZ,85541,4305,GILA,-111.32292,34.244049,36473,040070003012004,04007000301
36599,Walmart Supercenter 1370,2840 Highway 95,,Bullhead City,AZ,86442,7792,MOHAVE,-114.59713,35.082878,36600,040159515022030,04015951502
36690,Big Lots 4568,18705 S I-19 Frontage Rd,,Sahuarita,AZ,85614,,PIMA,-110.98518,31.910002,36691,040190043261059,04019004326
36725,Mi Ranchito Meat Center,648 N G Ave,,Douglas,AZ,85607,2106,COCHISE,-109.55461,31.340778,36726,040030009011019,04003000901
36770,Walgreens 05892,3910 E 22nd St,,Tucson,AZ,85711,5333,PIMA,-110.90894,32.206913,36771,040190035012004,04019003501
36907,Benchris African & Carribean Market,5532 N 43rd Ave,,Glendale,AZ,85301,6405,MARICOPA,-112.15159,33.517761,36908,040130931014029,04013093101
36916,Bashas' 91,PO Box 337,Main ST,Bagdad,AZ,86321,0337,YAVAPAI,-113.1789,34.567539,36917,040250013001084,04025001300
36920,European Market and Deli LLC,4500 E Speedway Blvd,Ste 36,Tucson,AZ,85712,5325,PIMA,-110.89692,32.236103,36921,040190031014001,04019003101
37009,WinCo Foods 108,330 W Bell Rd,,Phoenix,AZ,85023,3503,MARICOPA,-112.07873,33.640339,37010,040136189004016,04013618900
37010,WinCo Foods 109,5850 W Bell Rd,,Glendale,AZ,85308,3872,MARICOPA,-112.18542,33.638859,37011,040136180003011,04013618000
37017,Circle K Store 2703487,1875 W Greenway Rd,,Phoenix,AZ,85023,3473,MARICOPA,-112.09885,33.625538,37018,040131036051017,04013103605
37054,Asiana Market,1135 S Dobson Rd,,Mesa,AZ,85202,3922,MARICOPA,-111.87455,33.394024,37055,040134221033006,04013422103
37155,QuikTrip 1408,2250 E Thomas Rd,,Phoenix,AZ,85016,7826,MARICOPA,-112.03279,33.480366,37156,040131107022005,04013110702
37171,Arco Am/pm,10601 N Scottsdale Rd,,Scottsdale,AZ,85254,5239,MARICOPA,-111.92587,33.582253,37172,040132168312019,04013216831
37323,Momma's Organic Market,9744 Northern,,Peoria,AZ,85345,,MARICOPA,-112.27063,33.551483,37324,040130927081018,04013092708
37410,Gal Investments Llc 1,16142 N Oracle Rd,,Tucson,AZ,85739,9141,PIMA,-110.9261,32.499233,37411,040190047152001,04019004715
37667,Dollar General 20680,12059 W Clark Farms Bl,,Marana,AZ,85653,,PIMA,-111.22141,32.443058,37668,040190044302060,04019004430
37674,CIRCLE K 2709526,5250 S White Mountain Road,,SHOW LOW,AZ,85901,,NAVAJO,-110.01898,34.201324,37675,040179617004051,04017961700
37740,7-eleven 25845g 25845G,8402 E McDowell Rd,,Scottsdale,AZ,85257,3904,MARICOPA,-111.9001,33.465919,37741,040132178001013,04013217800
37978,"Asafiir Market, LLC",5704 N 27th Ave,,Phoenix,AZ,85017,2604,MARICOPA,-112.11699,33.52047,37979,040131072022011,04013107202
38014,The Honeyman,6240 E Hwy 69,,Prescott Valley,AZ,86314,,YAVAPAI,-112.35732,34.580299,38015,040250006052010,04025000605
38015,The Honeyman,437 S Montezuma St,,Prescott,AZ,86303,,YAVAPAI,-112.47026,34.5345,38016,040250008012038,04025000801
38037,Papa Murphy's Take And Bake Pizza AZ054,4723 S Highway 95,Ste 101,Fort Mohave,AZ,86426,8890,MOHAVE,-114.59802,35.019569,38038,040159520041036,04015952004
38053,QuikTrip 460,2195 E Southern Ave,,Tempe,AZ,85282,7503,MARICOPA,-111.8922,33.392769,38054,040133194021002,04013319402
38221,Good 2 Go Store 504,1000 W Gila Bend Hwy,,Casa Grande,AZ,85122,4307,PINAL,-111.77504,32.879429,38222,040210015001038,04021001500
38364,Walmart SuperCenter 5429,14111 N Prasada Gateway Ave,,Surprise,AZ,85388,,MARICOPA,-112.42246,33.610981,38365,040130610311001,04013061031
38555,"Shonto Trading Post, Llc",101 Shonto Canyon Drive,,Shonto,AZ,86054,,NAVAJO,-110.64277,36.594044,38556,040179423002023,04017942300
38583,Family Dollar 12437,2709 W Camelback Rd,,Phoenix,AZ,85017,3213,MARICOPA,-112.11752,33.509396,38584,040131091012000,04013109101
38694,Family Dollar Store 10188,2820 W Los Reales Rd,,Tucson,AZ,85746,9617,PIMA,-111.02746,32.119209,38695,040190043222004,04019004322
38804,Good Deals,1926 W Cactus Rd,,Phoenix,AZ,85029,2706,MARICOPA,-112.1006,33.596561,38805,040131039002002,04013103900
38894,Airway Texaco,3461 E Andy Devine Ave,,Kingman,AZ,86401,3705,MOHAVE,-114.00414,35.2243,38895,040159539002195,04015953900
38948,Gas-n-grub Dairy-n-sub,2201 Hualapai Mountain Rd,,Kingman,AZ,86401,8323,MOHAVE,-114.02715,35.192806,38949,040159536011132,04015953601
38970,Superstition Ranch Market 2,7 N 114th St,,Apache Junction,AZ,85120,3552,PINAL,-111.58501,33.416233,38971,040134201163015,04013420116
39098,Papa Murphy's AZ059,20928 N John Wayne Pkwy,Ste C13,Maricopa,AZ,85139,2996,PINAL,-112.04548,33.070305,39099,040210017031008,04021001703
39145,"A & A Hot Deals, Llc",3016 N Dobson Rd,Ste 15,Chandler,AZ,85224,1243,MARICOPA,-111.87651,33.350422,39146,040134222181010,04013422218
39263,Carniceria El Guero,10839 E Apache Trail,Ste 107,Mesa,AZ,85208,,MARICOPA,-111.59623,33.415062,39264,040134226291012,04013422629
39276,Apache Burger Travel Center,MP 270 Hwy 70,,Peridot,AZ,85542,,GILA,-110.33984,33.282593,39277,040099405001161,04009940500
39280,Good 2 Go Store 508,3179 Willow Creek Rd,,Prescott,AZ,86301,6680,YAVAPAI,-112.45697,34.599129,39281,040250010011000,04025001001
39455,QuikTrip 454,2725 W Peoria Ave,,Phoenix,AZ,85029,5201,MARICOPA,-112.11925,33.581818,39456,040131042054002,04013104205
39581,Papa Murphy's AZ047,9015 W Union Hills Dr,Ste 102,Peoria,AZ,85382,3106,MARICOPA,-112.25313,33.652637,39582,040136156001001,04013615600
39619,Alamo Foods,2001 E Van Buren St,,Phoenix,AZ,85006,3941,MARICOPA,-112.03873,33.451393,39620,040131139001005,04013113900
39696,Circle K 2723444,2933 S Tomahawk Rd,,Apache Jct,AZ,85119,,PINAL,-111.52873,33.388432,39697,040210003182011,04021000318
39753,QuikTrip 1496,6385 E Golf Links Rd,,Tucson,AZ,85730,1010,PIMA,-110.85607,32.192127,39754,040190040082008,04019004008
39823,Good 2 Go Store 507,1851 W Highway 260,,Camp Verde,AZ,86322,6088,YAVAPAI,-111.88559,34.580772,39824,040250016012031,04025001601
39859,Tubac Market,10 Avenida Goya,,Tubac,AZ,85646,,SANTA CRUZ,-111.05045,31.609705,39860,040239661013018,04023966101
39968,CVS 9211,6488 N Oracle Rd,,Tucson,AZ,85704,5620,PIMA,-110.975,32.324272,39969,040190047145007,04019004714
40116,Sandhu Chevron 2,808 E Baseline Rd,,Tempe,AZ,85283,1207,MARICOPA,-111.92922,33.378277,40117,040133198005009,04013319800
40205,"Payson Farmers Market, Llc",816 S Beeline Hwy,,Payson,AZ,85541,5409,GILA,-111.32611,34.229855,40206,040070003012046,04007000301
40273,Dulceria Oasis,8718 E Main St,,Mesa,AZ,85207,8609,MARICOPA,-111.64273,33.415436,40274,040134201143030,04013420114
40301,Mtn View Market 1,1501 W Mountain View Rd,,Phoenix,AZ,85021,2157,MARICOPA,-112.09152,33.574871,40302,040131045012000,04013104501
40310,Dollar General 13383,401 North Highway 77,,Mammoth,AZ,85618,,PINAL,-110.64575,32.725693,40311,040210024001021,04021002400
40691,Family Dollar Store 9385,155 W Park Ave,,Ash Fork,AZ,86320,,YAVAPAI,-112.48051,35.222729,40692,040250021001133,04025002100
40777,Family Dollar Store 10218,15822 W Hwy 70,,Ft. Thomas,AZ,85536,,GRAHAM,-109.96943,33.038601,40778,040099611001252,04009961100
40801,Maggie's Market 1,12017 W Thunderbird Rd,,El Mirage,AZ,85335,8309,MARICOPA,-112.31931,33.608898,40802,040130609032001,04013060903
40836,Lucky's Liquor 2,5928 W Glendale Ave,,Glendale,AZ,85301,2445,MARICOPA,-112.18774,33.538631,40837,040130926003027,04013092600
40903,Store 1216,5240 N Sunland Gin Rd,,Eloy,AZ,85131,9079,PINAL,-111.67113,32.806992,40904,040210019001055,04021001900
40938,A & M Market,8601 E Main St,,Mesa,AZ,85207,8668,MARICOPA,-111.64597,33.4151,40939,040134226272009,04013422627
40983,The New Beverage Barn,5770 S 12th Ave,,Tucson,AZ,85706,3902,PIMA,-110.97768,32.14658,40984,040190039022000,04019003902
41040,STAR K 5591,2308 Grand Ave,,Phoenix,AZ,85009,1806,MARICOPA,-112.10866,33.473457,41041,040131168002041,04013116800
41125,Walmart Supercenter 2766,15355 N Northsight Blvd,,Scottsdale,AZ,85260,2603,MARICOPA,-111.89623,33.622959,41126,040132168162006,04013216816
41229,Walgreens 15363,4655 E Sunrise Dr,,Tucson,AZ,85718,5364,PIMA,-110.89356,32.308487,41230,040190047113015,04019004711
41282,SAFEWAY  1717,1960 W Main St,,Mesa,AZ,85201,6914,MARICOPA,-111.87363,33.415016,41283,040134213031010,04013421303
41315,QuikTrip 443,4275 W Indian School Rd,,Phoenix,AZ,85019,3318,MARICOPA,-112.15128,33.494934,41316,040131101001004,04013110100
41439,Papa Murphy's WA026,3550 E Southern Ave,,Mesa,AZ,85204,,MARICOPA,-111.75429,33.393738,41440,040134225014016,04013422501
41441,El Rey de Los Ostiones LLC,4141 N 35th Ave,Ste 1,Phoenix,AZ,85017,3864,MARICOPA,-112.1342,33.496403,41442,040131091021006,04013109102
41503,Dollar General 14509,330 E Brown Rd,,Mesa,AZ,85201,3506,MARICOPA,-111.82362,33.435558,41504,040134210022001,04013421002
41556,Bashas' 92,172 Plaza,Hwy 191 & Burro Alley,Morenci,AZ,85540,,GREENLEE,-109.32668,33.051647,41557,040119602003021,04011960200
41660,CVS 5530,15300 N Cotton Ln,,Surprise,AZ,85374,,MARICOPA,-112.42671,33.645988,41661,040130405273008,04013040527
41759,Walgreens 5851,5011 W Union Hills Dr,,Glendale,AZ,85308,1441,MARICOPA,-112.16855,33.654484,41760,040136181002002,04013618100
41831,O V Market,8205 W Indian School Rd,,Phoenix,AZ,85033,2906,MARICOPA,-112.23612,33.494308,41832,040131097021010,04013109702
41940,Food City 77,2950 S 6th Ave,,Tucson,AZ,85713,4705,PIMA,-110.96843,32.189003,41941,040190023004014,04019002300
41987,QuikTrip 406,2212 E Bell Rd,,Phoenix,AZ,85022,2936,MARICOPA,-112.03465,33.640579,41988,040136194001012,04013619400
42000,Papa Murphys AZ081,2920 N Power Rd,Ste 103,Mesa,AZ,85215,1688,MARICOPA,-111.68407,33.468422,42001,040134202111011,04013420211
42087,Papa Murphy's AZ058,23706 S Power Rd,Ste 108,Queen Creek,AZ,85142,6150,MARICOPA,-111.68592,33.233292,42088,040138165001013,04013816500
42235,99 Cent Only Store 366,11274 S Fortuna Rd,,Yuma,AZ,85367,,YUMA,-114.44421,32.666473,42236,040270111082012,04027011108
42381,Dollar General 13351,740 W Roper Lake Rd,,Stafford,AZ,85546,,GRAHAM,-109.71555,32.758831,42382,040099615001390,04009961500
42636,Dollar General Store 13396,1797 S Arizona Blvd,,Coolidge,AZ,85128,,PINAL,-111.5241,32.962177,42637,040210010003039,04021001000
42731,Food City 96,1338 E Apache Blvd,,Tempe,AZ,85281,5826,MARICOPA,-111.91669,33.414921,42732,040133191032008,04013319103
42739,Schwans Home Service 100490,1301 E Thornton Rd,,Show Low,AZ,85901,3829,NAVAJO,-110.02808,34.264256,42740,040179652001003,04017965200
42773,Dollar Tree 3538,5250 W Baseline Rd,,Laveen,AZ,85339,2949,MARICOPA,-112.17156,33.377655,42774,040131166042010,04013116604
42948,SAFEWAY  1662,10641 W Olive Ave,,Peoria,AZ,85345,7323,MARICOPA,-112.28882,33.565624,42949,040130927243005,04013092724
42972,CARNICERIA EL RANCHO #6,7607 E McDowell Rd,Ste 122,Scottsdale,AZ,85257,3605,MARICOPA,-111.91655,33.465683,42973,040132182001003,04013218200
42997,FRY'S 2,3036 E Thomas Rd,,Phoenix,AZ,85016,8014,MARICOPA,-112.01661,33.480499,42998,040131108021010,04013110802
43011,Dollar General 13482,2825 Kiowa Blvd S,,Lake Havasu City,AZ,86403,3911,MOHAVE,-114.30933,34.494087,43012,040159528001011,04015952800
43132,CVS 10616,7547 E Southern Ave,,Mesa,AZ,85209,2741,MARICOPA,-111.66825,33.393394,43133,040134226331000,04013422633
43192,Keams Canyon Mustang,403 W Main St,,Keams Canyon,AZ,86034,,NAVAJO,-110.15344,35.838127,43193,040179400131420,04017940013
43314,Jim's Market,805 E 36th St,,Tucson,AZ,85713,4904,PIMA,-110.95856,32.192474,43315,040190022022007,04019002202
43347,Target 3261,1625 E Camelback Rd,,Phoenix,AZ,85016,3901,MARICOPA,-112.04652,33.509205,43348,040131085011000,04013108501
43349,QuikTrip 1404,3720 S Val Vista Dr,,Gilbert,AZ,85297,7311,MARICOPA,-111.75543,33.284187,43350,040138154001041,04013815400
43374,SMART & FINAL 491,2742 E Indian School Rd,,Phoenix,AZ,85016,6854,MARICOPA,-112.02221,33.495026,43375,040131108011000,04013110801
43379,Sprouts Farmers Market 44,5355 E. Carefree Hwy,Building A,Cave Creek,AZ,85331,,MARICOPA,-111.96607,33.799076,43380,040136125002001,04013612500
43380,Papa Murphy's Take N Bake Pizza AZ010,29455 N Cave Creek Rd,Ste 142,Cave Creek,AZ,85331,2396,MARICOPA,-111.99154,33.754013,43381,040136128001001,04013612800
43684,Concordia Farmers Market,142 N Date,,Mesa,AZ,85201,6499,MARICOPA,-111.84489,33.417973,43685,040134213021014,04013421302
43739,Dollar General 19476,520 N 35th Ave,,Phoenix,AZ,85009,3332,MARICOPA,-112.13451,33.453846,43740,040131126021029,04013112602
43744,Family Dollar Store 10848,725 W Indian School Rd,Ste 126,Phoenix,AZ,85013,3173,MARICOPA,-112.08367,33.494831,43745,040131104001000,04013110400
43783,Luckys Liquor LLC,2328 N 16th St,,Phoenix,AZ,85006,1826,MARICOPA,-112.04769,33.473751,43784,040131117001019,04013111700
43842,Good 2 Go Store 501,2632 E Fry Blvd,,Sierra Vista,AZ,85635,2801,COCHISE,-110.27191,31.554623,43843,040030016022000,04003001602
43887,Villa's Market 2,631 W Mesa Verde Dr,,Nogales,AZ,85621,3727,SANTA CRUZ,-110.94836,31.382818,43888,040239662002012,04023966200
44012,Stay Thirsty,2649 W Indian School Rd,,Phoenix,AZ,85017,4304,MARICOPA,-112.11589,33.494953,44013,040131169001002,04013116900
44014,Four Sons Food  Store,1633 W Superstition Blvd,,Apache Junction,AZ,85120,3135,PINAL,-111.56388,33.422302,44015,040210003084000,04021000308
44018,Mi Ranchito Carniceria,3650 E Benson Hwy,,Tucson,AZ,85706,1909,PIMA,-110.91421,32.149788,44019,040190041151000,04019004115
44072,Big Lots 4604,940 E Baseline Rd,,Tempe,AZ,85283,1313,MARICOPA,-111.92779,33.378284,44073,040133194015010,04013319401
44188,"Guru Sahai Investments, Inc.",2128 E Florence Blvd,,Casa Grande,AZ,85122,5640,PINAL,-111.69561,32.879673,44189,040210014053003,04021001405
44241,Two Brothers Xll,2711 W Union Hills Dr,,Phoenix,AZ,85027,5002,MARICOPA,-112.11766,33.654652,44242,040136184002004,04013618400
44331,Chihuahua Market,4870 S 12th Ave,,Tucson,AZ,85714,2407,PIMA,-110.97756,32.163651,44332,040190025012017,04019002501
44519,Dollar General 13529,3665 Highway 66,,Kingman,AZ,86409,,MOHAVE,-114.00087,35.227745,44520,040159539002124,04015953900
44609,Family Dollar 9045,66952 Hope Ln,,Salome,AZ,85348,,LA PAZ,-113.61133,33.782665,44610,040120201001305,04012020100
44740,QuikTrip 431R,1939 S Mesa Dr,,Mesa,AZ,85210,,MARICOPA,-111.82473,33.379761,44741,040134223013057,04013422301
45011,Good 2 Go Store 515,805 W Hwy 60,,Superior,AZ,85173,,PINAL,-111.10481,33.28746,45012,040210004001004,04021000400
45079,Dollar General Store 17749,2775 S Verde Park Dr,,Camp Verde,AZ,86322,6300,YAVAPAI,-111.83002,34.529606,45080,040250016022018,04025001602
45272,Sprouts Farmers Market 16,4735 E Ray Rd,Unit A001,Phoenix,AZ,85044,,MARICOPA,-111.98251,33.319714,45273,040131167193000,04013116719
45440,Terrible's 411,19985 Highway 93,,White Hills,AZ,86445,,MOHAVE,-114.47797,35.705742,45441,040159504023449,04015950402
45582,Summer Market Llc,13815 N 7th St,,Phoenix,AZ,85022,4386,MARICOPA,-112.06534,33.611977,45583,040131036113040,04013103611
45627,Dennehotso Market,5 Bus Rt. 6465 & Hwy 160 East,,Dennehotso,AZ,86535,,APACHE,-109.5305,36.94614,45628,040019427002040,04001942700
45637,Diana Gregory Outreach Services,2737 E Arizona Biltmore Cir,Unit 27,Phoenix,AZ,85016,2170,MARICOPA,-112.02238,33.525688,45638,040131078001016,04013107800
45684,7th St Hotspot Cafe & Market,16220 N 7th St,,Phoenix,AZ,85022,,MARICOPA,-112.06564,33.633179,45685,040131036121002,04013103612
45874,Fitz Stop,1393 E Queen Valley Dr,,Queen Valley,AZ,85118,9005,PINAL,-111.28888,33.299267,45875,040210002012128,04021000201
45877,Bills Texaco Foodmart,623 W. Pima St,,Gila Bend,AZ,85337,,MARICOPA,-112.72726,32.945068,45878,040137233051053,04013723305
45907,MJ Mini Mart,1201 W Hatcher Rd,,Phoenix,AZ,85021,3180,MARICOPA,-112.08826,33.571198,45908,040131045011002,04013104501
45925,Papa Murphy's AZ017,2373 E Fry Blvd,,Sierra Vista,AZ,85635,2713,COCHISE,-110.27486,31.554703,45926,040030016013024,04003001601
45927,Papa Murphy's AZ023,4811 E Grant Rd,Ste 107,Tucson,AZ,85712,2763,PIMA,-110.89027,32.250786,45928,040190029042027,04019002904
45928,Arco  Am-pm 82445,1349 S 4th Ave,,Yuma,AZ,85364,4625,YUMA,-114.62461,32.702492,45929,040270001002048,04027000100
45967,7-eleven 23215G,3948 E Thomas Rd,,Phoenix,AZ,85018,7512,MARICOPA,-111.9966,33.480495,45968,040131109022014,04013110902
46051,QuikTrip 1479,3636 N Craycroft Rd,,Tucson,AZ,85750,,PIMA,-110.85786,32.327095,46052,040190047194000,04019004719
46244,Family Dollar 12313,14438 S. Sunland  Gin Rd,,Arizona City,AZ,85123,,PINAL,-111.67119,32.748577,46245,040210021012092,04021002101
46443,Rancheros Carniceria,337 N Highway 77,Unit C,Mammoth,AZ,85618,,PINAL,-110.64537,32.724487,46444,040210024001021,04021002400
46476,"Bill's Oak Grove Gas & Food Mart, Inc.",7000 W Chandler Blvd,,Chandler,AZ,85226,3225,MARICOPA,-111.96356,33.305359,46477,040138104002025,04013810400
46501,Circle K 2723443,1680 N Carl Jr Dr,,Nogales,AZ,85621,4033,SANTA CRUZ,-110.94788,31.365105,46502,040239662003025,04023966200
46502,Circle K 2723440,40900 N Ironwood Dr,,San Tan Valley,AZ,85140,,PINAL,-111.5635,33.25034,46503,040210002041055,04021000204
46546,Family Dollar 8845,300 N Village Way,,Dewey,AZ,86327,,YAVAPAI,-112.25487,34.557316,46547,040250006102092,04025000610
46621,Walmart SuperCenter 5799,2711 S Houghton Rd,,Tucson,AZ,85730,,PIMA,-110.77263,32.189583,46622,040190040263036,04019004026
46634,CVS Pharmacy 2372,3975 E Thunderbird Rd,,Phoenix,AZ,85032,5711,MARICOPA,-111.99619,33.611813,46635,040131034002000,04013103400
46635,CVS Pharmacy 2963,711 E Indian School Rd,,Phoenix,AZ,85014,4620,MARICOPA,-112.06494,33.494656,46636,040131106003003,04013110600
46714,Family Dollar Store 12017,1012 N Main St,,Tuba City,AZ,86045,,COCONINO,-111.23966,36.141365,46715,040059452001001,04005945200
46734,Dollar General 13618,3255 E Beaver Creek Rd,,Rimrock,AZ,86335,,YAVAPAI,-111.79403,34.642124,46735,040250016031015,04025001603
46735,Dollar General 13631,925 W Main St,,Quartzsite,AZ,85346,,LA PAZ,-114.2317,33.663528,46736,040120205021114,04012020502
46783,Baseline Oil Investments,2785 W Baseline Rd,,Tempe,AZ,85283,1066,MARICOPA,-111.97784,33.378174,46784,040133197031030,04013319703
46809,Asian Nest Market,3411 W Northern Ave,Ste D,Phoenix,AZ,85051,6558,MARICOPA,-112.1326,33.553093,46810,040131059001006,04013105900
46933,Good 2 Go Store 523,1050 E 10th St,,Douglas,AZ,85607,2239,COCHISE,-109.54588,31.344507,46934,040030009023023,04003000902
46965,Papa Murphy's Pizza AZ039,1020 E Ray Rd,Ste 1,Chandler,AZ,85225,1502,MARICOPA,-111.82356,33.320827,46966,040138113002010,04013811300
47014,QuikTrip 1424,150 N Avondale Blvd,,Avondale,AZ,85323,,MARICOPA,-112.30664,33.445225,47015,040130820262000,04013082026
47072,Walgreens 04791,14285 W Grand Ave,,Surprise,AZ,85374,4297,MARICOPA,-112.36979,33.653709,47073,040130405311000,04013040531
47183,The Butcher & Farmer Marketplace,224 E Monroe Ave,,Buckeye,AZ,85326,2701,MARICOPA,-112.58899,33.370522,47184,040130507021093,04013050702
47349,Circle K 2728772,1735 W Speedway Blvd,,Tucson,AZ,85745,2218,PIMA,-111.00365,32.235504,47350,040190011002009,04019001100
47599,Walgreens 5567,550 S Main St,,Cottonwood,AZ,86326,3901,YAVAPAI,-112.00961,34.72953,47600,040250020011040,04025002001
47654,El Rancho Alegre Meat Market Llc Meat marke,502 E Cottonwood Ln,,Casa Grande,AZ,85122,,PINAL,-111.7483,32.894176,47655,040210013062038,04021001306
47668,Walgreens 15206,2601 E Rte 66,,Flagstaff,AZ,86004,,COCONINO,-111.61142,35.207195,47669,040050004003038,04005000400
47781,Good 2 Go Store 526,4525 N Hwy 89,,Flagstaff,AZ,86004,,COCONINO,-111.58313,35.224476,47782,040050005004027,04005000500
47796,3A Food Store,2045 S 7th Ave,,Phoenix,AZ,85007,4105,MARICOPA,-112.08243,33.428513,47797,040131149001031,04013114900
47832,L F Market,5350 W Bell Rd,Ste 115,Glendale,AZ,85308,3907,MARICOPA,-112.17462,33.639053,47833,040136180001025,04013618000
47833,Sprouts Famers Market 26,1540 S Riordan Ranch St,,Flagstaff,AZ,86001,6372,COCONINO,-111.66036,35.185802,47834,040050010003022,04005001000
48005,Star Mini Mart Beer & Wine,11817 W Thunderbird Rd,,El Mirage,AZ,85335,7009,MARICOPA,-112.31495,33.608871,48006,040130609041007,04013060904
48021,Camelback Liquors,2002 W Camelback Rd,,Phoenix,AZ,85015,3441,MARICOPA,-112.10271,33.509628,48022,040131073002016,04013107300
48061,Whole Foods Market 10084,5120 S Rural Rd,,Tempe,AZ,85282,7045,MARICOPA,-111.92876,33.379093,48062,040133198005009,04013319800
48062,Papa Murphy's Pizza AZ-035,2700 S Woodlands Village Blvd,Ste 400,Flagstaff,AZ,86001,2935,COCONINO,-111.66748,35.175819,48063,040050011012024,04005001101
48071,FRY'S 112,1575 N Dysart Rd,,Avondale,AZ,85323,,MARICOPA,-112.34087,33.457127,48072,040130612001010,04013061200
48072,FRY'S 115,435 S Ellsworth Rd,,Mesa,AZ,85208,2305,MARICOPA,-111.63266,33.40728,48073,040134226302025,04013422630
48219,Arco  Am-pm 82219,770 N 1st St,,San Luis,AZ,85349,9000,YUMA,-114.78105,32.49165,48220,040270114031023,04027011403
48241,"Turquoise Trail Enterprise, Inc.",1 mile S Of Rocky Ridge Boarding School,,Kykotsmovi,AZ,86039,,NAVAJO,-110.57467,34.627708,48242,040179605002640,04017960500
48447,99 Cents Only Store 145,1120 S Country Club Dr,,Mesa,AZ,85210,4648,MARICOPA,-111.84013,33.394768,48448,040134221051007,04013422105
48465,Walmart Supercenter 1240,500 N Highway 90 Byp,,Sierra Vista,AZ,85635,2260,COCHISE,-110.25742,31.559561,48466,040030016021000,04003001602
48473,Walmart Supercenter 2113,1607 W Bethany Home Rd,,Phoenix,AZ,85015,2507,MARICOPA,-112.09458,33.524014,48474,040131067032008,04013106703
48474,Walmart Supercenter 1324,100 W White Park Dr,,Nogales,AZ,85621,1021,SANTA CRUZ,-110.93087,31.362904,48475,040239664012008,04023966401
48477,Walmart SuperCenter 1598,4617 E Bell Rd,,Phoenix,AZ,85032,2305,MARICOPA,-111.9812,33.640491,48478,040131032151000,04013103215
48480,Walmart Supercenter 2482,857 N Dobson Rd,,Mesa,AZ,85201,7585,MARICOPA,-111.87371,33.431908,48481,040134212011015,04013421201
48481,Walmart Supercenter 1532,5845 W Bell Rd,,Glendale,AZ,85308,3871,MARICOPA,-112.18501,33.638622,48482,040131042142026,04013104214
48483,Walmart Supercenter 1411,18680 S Nogales Hwy,,Green Valley,AZ,85614,5284,PIMA,-110.98055,31.910458,48484,040190043261059,04019004326
48484,Walmart Supercenter 2051,3396 N Stockton Hill Rd,,Kingman,AZ,86409,3648,MOHAVE,-114.03586,35.221302,48485,040159549002010,04015954900
48485,Walmart Supercenter 1533,7975 W Peoria Ave,,Peoria,AZ,85345,5941,MARICOPA,-112.23052,33.581104,48486,040130719111003,04013071911
48605,Carniceria La Hacienda 1,7215 W Indian School Rd,,Phoenix,AZ,85033,3135,MARICOPA,-112.21432,33.494656,48606,040131097032000,04013109703
48700,Walgreens 5775,8309 W Glendale Ave,,Glendale,AZ,85305,2102,MARICOPA,-112.23839,33.537594,48701,040130927101000,04013092710
48772,Walmart 1381,2555 W Apache Trl,,Apache Junction,AZ,85120,5204,PINAL,-111.57213,33.415054,48773,040210003121018,04021000312
48917,FRY'S 69,2010 S Alma School Rd,,Chandler,AZ,85286,7072,MARICOPA,-111.85884,33.276127,48918,040138122004001,04013812200
48946,Azteca Market,8132 E Spouse Dr,,Prescott Valley,AZ,86314,6139,YAVAPAI,-112.32221,34.609715,48947,040250006041011,04025000604
48987,DEL SOL 8,29854 E Los Angeles Ave,,Wellton,AZ,85356,6506,YUMA,-114.12675,32.673725,48988,040270112011078,04027011201
49028,QUIK MART 24,7895 E Golf Links Rd,,Tucson,AZ,85730,1131,PIMA,-110.82424,32.192028,49029,040190040115018,04019004011
