,Store_Name,Address,Address_Line__2,City,State,Zip5,Zip4,County,Longitude,Latitude,ObjectId,FIPS,Census Tract
106278,CVS Pharmacy 6862,1850 W Dunlap Ave,,Phoenix,AZ,85021,2943,MARICOPA,-112.09845,33.56765,106279,040131045011021,04013104501
106279,CVS Pharmacy 7115,7530 W Cactus Rd,,Peoria,AZ,85381,5202,MARICOPA,-112.22101,33.595867,106280,040130715124015,04013071512
106280,CVS Pharmacy 8366,1610 E Camelback Rd,,Phoenix,AZ,85016,3902,MARICOPA,-112.04678,33.509258,106281,040131077003002,04013107700
106281,CVS Pharmacy 9314,3440 W Glendale Ave,,Phoenix,AZ,85051,8323,MARICOPA,-112.13388,33.538548,106282,040131059002016,04013105900
106282,CVS Pharmacy 7116,1855 W Thunderbird Rd,,Phoenix,AZ,85023,6308,MARICOPA,-112.09937,33.611061,106283,040131036141019,04013103614
106455,Pyramid Smoke Shop & Mini Market,2130 W Apache Trl,,Apache Junction,AZ,85120,3725,PINAL,-111.56946,33.415379,106456,040210003084014,04021000308
106479,Prescott Five LLC 83582,286 Walker Rd,,Prescott,AZ,86303,6834,YAVAPAI,-112.39996,34.547859,106480,040250008021007,04025000802
106480,Dollar Tree 6481,18805 I-19 S Frontage Rd,B100,Sahuarita,AZ,85614,,PIMA,-110.98515,31.908791,106481,040190043261059,04019004326
106563,CVS 10007,6045 N Scottsdale Rd,,Scottsdale,AZ,85253,,MARICOPA,-111.92607,33.521179,106564,040132170013007,04013217001
106671,Carniceria El Bronco,6305 W McDowell Rd,Ste 5,Phoenix,AZ,85035,4792,MARICOPA,-112.19557,33.465885,106672,040131125055000,04013112505
106962,Sandhu Chevron,1155 S Higley Rd,,Mesa,AZ,85206,2903,MARICOPA,-111.71929,33.394428,106963,040134226372020,04013422637
107013,Dollar General 10996,18631 N 19th Ave,Ste 318,Phoenix,AZ,85027,,MARICOPA,-112.09974,33.656059,107014,040136166002010,04013616600
107146,Two Brothers Xl,1150 W Baseline Rd,,Mesa,AZ,85210,5971,MARICOPA,-111.85926,33.379192,107147,040134222033010,04013422203
107157,El Super 55,2211 W Camelback Rd,,Phoenix,AZ,85015,3446,MARICOPA,-112.10735,33.509521,107158,040131090022000,04013109002
107266,Maverik Inc 466,4190 E Butler Ave,,Flagstaff,AZ,86004,7812,COCONINO,-111.59876,35.196056,107267,040050007001026,04005000700
107316,Safeway 2835,3325 N Hunt Hwy,,Florence,AZ,85132,6894,PINAL,-111.48578,33.061996,107317,040210008012001,04021000801
107415,C & G Petroleum LLC,2025 E Chandler Blvd,,Chandler,AZ,85225,5811,MARICOPA,-111.80623,33.306324,107416,040138117002018,04013811700
107551,Fast Market 8127,3171 E Pecos Rd,,Gilbert,AZ,85295,1202,MARICOPA,-111.72063,33.292358,107552,040138157002000,04013815700
107647,Quick & Easy,805 N McQueen Rd,,Gilbert,AZ,85233,2278,MARICOPA,-111.82384,33.364666,107648,040134223071021,04013422307
107697,El Ranchito Market Llc.,7 Avenida Pastor,,Rio Rico,AZ,85648,8000,SANTA CRUZ,-111.02518,31.546452,107698,040239661045155,04023966104
107748,Walmart Neighborhood Market 4293,2435 E Baseline Rd,,Phoenix,AZ,85042,7004,MARICOPA,-112.02923,33.377682,107749,040131167042014,04013116704
107791,Bottle Stop Drive In,474 S Arizona Blvd,,Coolidge,AZ,85128,4810,PINAL,-111.52404,32.97364,107792,040210011002054,04021001100
107799,Ben Brothers Market LLC,1645 E Van Buren St,,Phoenix,AZ,85006,3737,MARICOPA,-112.04633,33.451366,107800,040131139001009,04013113900
107852,CVS Pharmacy 5038,2010 S Dobson Rd,,Chandler,AZ,85248,,MARICOPA,-111.88136,33.260899,107853,040138126003000,04013812600
107853,CVS Pharmacy 7841,4365 N Oracle Rd,,Tucson,AZ,85705,1633,PIMA,-110.97832,32.286282,107854,040190045081001,04019004508
107906,Arco Ampm 42527,1201 E Northern Ave,,Phoenix,AZ,85020,4216,MARICOPA,-112.05622,33.553032,107907,040131063001003,04013106300
108193,Lauck's Hualapai Kwik Stop,2500 Hualapai Mountain Rd,,Kingman,AZ,86401,5300,MOHAVE,-114.01983,35.190983,108194,040159536011137,04015953601
108213,Circle K Store 2741705,13012 W Indian School Rd,,Litchfield Park,AZ,85340,5154,MARICOPA,-112.33938,33.493378,108214,040130610132028,04013061013
108217,Circle K Store 2741712,14559 W Grand Ave,,Surprise,AZ,85374,7101,MARICOPA,-112.37428,33.657169,108218,040130405293005,04013040529
108324,Walmart Neighborhood Market 4233,6550 W Happy Valley Rd,,Glendale,AZ,85310,2614,MARICOPA,-112.20058,33.712276,108325,040136114002018,04013611400
108482,Quik Mart 27,10265 E Irvington Rd,,Tucson,AZ,85730,5218,PIMA,-110.77348,32.162628,108483,040190040582024,04019004058
108551,Dollar Tree 2607,4831 E Greenway Rd,,Scottsdale,AZ,85254,1685,MARICOPA,-111.9769,33.625961,108552,040131032123002,04013103212
108557,Circle K Store 2741655,5110 W Baseline Rd,,Laveen,AZ,85339,2971,MARICOPA,-112.16867,33.377678,108558,040131166042010,04013116604
108560,Soon's Market,5201 S 15th Ave,,Phoenix,AZ,85041,3920,MARICOPA,-112.09051,33.399261,108561,040131157001017,04013115700
108565,Circle K Store 2741616,920 E 22nd St,,Tucson,AZ,85713,1801,PIMA,-110.95481,32.206852,108566,040190008001065,04019000800
108662,Super Carniceria el Rodeo,3901 E Benson Hwy,,Tucson,AZ,85706,4801,PIMA,-110.9091,32.146816,108663,040190041122027,04019004112
108886,Fast Market 8126,2367 S Val Vista Dr,,Gilbert,AZ,85295,5532,MARICOPA,-111.75547,33.307285,108887,040138146003008,04013814600
108968,"Pescaderia El Puerto De Guaymas, LLC 1",4434 W Thomas Rd,,Phoenix,AZ,85031,3700,MARICOPA,-112.15449,33.480518,108969,040131100012021,04013110001
109188,Speedway 3011,HWY 264,,ST MICHAELS,AZ,86511,,APACHE,-109.22594,35.683086,109189,040019449013004,04001944901
109207,Walmart Supercenter 1442,1017 W Haul Rd,,Page,AZ,86040,,COCONINO,-111.48672,36.905952,109208,040050021007030,04005002100
109209,Walmart Supercenter 1846,199 W 5th St,,Douglas,AZ,85607,2853,COCHISE,-109.525,31.339994,109210,040030007004023,04003000700
109210,Walmart Supercenter 1334,100 S RAGUS RD,,CLAYPOOL,AZ,85532,,GILA,-110.84315,33.410484,109211,040070009002021,04007000900
109211,Walmart Supercenter 1175,2750 S Woodlands Village Blvd,,Flagstaff,AZ,86001,7128,COCONINO,-111.6653,35.174809,109212,040050011012037,04005001101
109233,Walmart Supercenter 1417,3050 E State Route 69,Ste 700,Prescott,AZ,86301,6739,YAVAPAI,-112.41016,34.551762,109234,040250005002053,04025000500
109307,CVS Pharmacy 8952,24865 N Lake Pleasant Pkwy,,Peoria,AZ,85383,1280,MARICOPA,-112.27238,33.709095,109308,040136109002106,04013610900
109324,Food City 103,4239 W McDowell Rd,,Phoenix,AZ,85009,2080,MARICOPA,-112.14997,33.465942,109325,040131126011001,04013112601
109329,Food City 104,3202 E Greenway Rd,,Phoenix,AZ,85036,,MARICOPA,-112.0132,33.626461,109330,040131033033015,04013103303
109335,Food City 107,7227 S Central Ave,,Phoenix,AZ,85040,,MARICOPA,-112.07324,33.392399,109336,040131158012015,04013115801
109550,Apache Marketplace,420 N Apache Trl,,Apache Junction,AZ,85120,3926,PINAL,-111.54654,33.419483,109551,040210003092002,04021000309
109727,Speedway 2974,1497 E Fry Blvd,,Sierra Vista,AZ,85636,2605,COCHISE,-110.28239,31.554665,109728,040030016013015,04003001601
109805,Cibecue Commercial Center,221 S Cooley Rd,,Cibecue,AZ,85911,5800,NAVAJO,-110.48612,34.044746,109806,040179401002149,04017940100
109806,Dollar General 19422,67102 Salome Rd,,Salome,AZ,85348,,LA PAZ,-113.60971,33.778873,109807,040120201003006,04012020100
109838,Walgreens 02851,7000 N 16th St,Ste 100,Phoenix,AZ,85020,5547,MARICOPA,-112.04752,33.538971,109839,040131063002008,04013106300
109860,Walgreens 3132,2415 E Union Hills Dr,,Phoenix,AZ,85050,3146,MARICOPA,-112.03014,33.655022,109861,040136195001008,04013619500
109874,Food City 111,85 S Highway 92,,Sierra Vista,AZ,85635,3637,COCHISE,-110.25725,31.553747,109875,040030017014000,04003001701
109876,Food City 112,1300 N San Antonio Ave,,Douglas,AZ,85607,2422,COCHISE,-109.53231,31.347019,109877,040030008002002,04003000800
109877,Food City 114,1240 W 8th St,,Yuma,AZ,85364,2819,YUMA,-114.63536,32.713139,109878,040270003022022,04027000302
109885,Food City 108,1799 Kiowa Ave,,Lake Havasu City,AZ,86403,2461,MOHAVE,-114.35117,34.50301,109886,040159526001013,04015952600
109887,Food City 105,3514 W Glendale Ave,,Phoenix,AZ,85051,8394,MARICOPA,-112.13519,33.53854,109888,040131058002012,04013105800
109910,Circle K 2725308,3435 W Deer Valley Rd,,Phoenix,AZ,85027,2259,MARICOPA,-112.13398,33.683804,109911,040136146002010,04013614600
109911,Walgreens 4506,8015 E Indian School Rd,,Scottsdale,AZ,85251,2617,MARICOPA,-111.9085,33.49485,109912,040132177002005,04013217700
109913,"Twin Pines Gaser, Inc",2318 N 4th St,,Flagstaff,AZ,86004,3709,COCONINO,-111.61312,35.211391,109914,040050004003024,04005000400
109954,Jacksons Food Stores 810,2090 E Rio Salado Pkwy,,Tempe,AZ,85281,4840,MARICOPA,-111.89895,33.429401,109955,040133184002038,04013318400
109966,Dollar General 14146,401 N Grand Canyon Blvd,,Williams,AZ,86046,2009,COCONINO,-112.18987,35.25325,109967,040050017001090,04005001700
110000,Circle K 2723383,7260 S Power Rd,,Gilbert,AZ,85297,8002,MARICOPA,-111.6864,33.282341,110001,040138158001084,04013815800
110003,Circle K 2723378,5880 W Camelback Rd,,Glendale,AZ,85301,,MARICOPA,-112.18578,33.509598,110004,040130931043008,04013093104
110171,Fast Market 8135,9151 E Guadalupe Rd,,Mesa,AZ,85212,2146,MARICOPA,-111.6366,33.36454,110172,040134226413001,04013422641
110246,Two Brothers Ill,1003 N 32nd St,,Phoenix,AZ,85008,5105,MARICOPA,-112.01286,33.459091,110247,040131136021008,04013113602
110439,Circle K Store 2703499,7138 E US Highway 60,,Gold Canyon,AZ,85118,9070,PINAL,-111.46767,33.358002,110440,040210003162025,04021000316
110459,Carniceria El Herradero LLC,492 W Ray Rd,,Chandler,AZ,85225,1917,MARICOPA,-111.84795,33.320667,110460,040135230033014,04013523003
110770,Fast Market 8140,21198 E Ocotillo Rd,,Queen Creek,AZ,85142,8175,MARICOPA,-111.62708,33.248722,110771,040138171003006,04013817100
110801,La Palma Bakery,3624 N Oracle Rd,,Tucson,AZ,85705,3223,PIMA,-110.97803,32.272491,110802,040190026041004,04019002604
110803,Dollar Tree 2617,1260 S Gilbert Rd,,Mesa,AZ,85204,6002,MARICOPA,-111.78839,33.391918,110804,040134223022000,04013422302
110804,Dollar Tree 2621,6865 E Main St,,Mesa,AZ,85207,8207,MARICOPA,-111.68304,33.415512,110805,040134226261006,04013422626
110822,Dollar General 14345,144 E US Highway 70,,Safford,AZ,85546,2041,GRAHAM,-109.70667,32.834423,110823,040099613001018,04009961300
110898,Dollar Tree 2616,3415 W Thunderbird Rd,Ste 2,Phoenix,AZ,85053,5693,MARICOPA,-112.13131,33.610767,110899,040131040004005,04013104000
110899,Dollar Tree 2619,3636 W Glendale Ave,,Phoenix,AZ,85051,8335,MARICOPA,-112.13782,33.538548,110900,040131058002012,04013105800
110900,Dollar Tree 2622,26 E Baseline Rd,36,Phoenix,AZ,85042,6539,MARICOPA,-112.07225,33.377796,110901,040131165003018,04013116500
110901,Dollar Tree 2623,5235 W Indian School Rd,,Phoenix,AZ,85031,2604,MARICOPA,-112.17188,33.49493,110902,040131099004000,04013109900
110964,Mercado Mi Pueblo,103 W 8th Ave,,Mesa,AZ,85210,8619,MARICOPA,-111.8345,33.400547,110965,040134220023000,04013422002
111133,Whole Foods Market 10246,7111 E Mayo Blvd,,Phoenix,AZ,85054,5165,MARICOPA,-111.92751,33.655075,111134,040136152001045,04013615200
111163,Walgreens 02771,1305 S Greenfield Rd,,Mesa,AZ,85206,3303,MARICOPA,-111.73651,33.391918,111164,040134226361012,04013422636
111189,Fry's 682,155 W Combs Rd,,Queen Creek,AZ,85140,9108,PINAL,-111.56654,33.219906,111190,040210002061033,04021000206
111190,Fry's 669,2858 N Pinal Ave,,Casa Grande,AZ,85122,7917,PINAL,-111.75657,32.940376,111191,040210013042044,04021001304
111258,Dollar Tree 2629,254 W Mariposa Rd,,Nogales,AZ,85621,1041,SANTA CRUZ,-110.93523,31.367077,111259,040239662003010,04023966200
111259,Dollar Tree 2631,4122 E 22nd St,,Tucson,AZ,85711,5335,PIMA,-110.90446,32.206875,111260,040190035012004,04019003501
111260,Dollar Tree 2632,2714 E University Dr,,Mesa,AZ,85213,8452,MARICOPA,-111.77243,33.422737,111261,040134206021026,04013420602
111261,Dollar Tree 2633,10708 E Southern Ave,,Mesa,AZ,85209,3806,MARICOPA,-111.59985,33.393398,111262,040134226153033,04013422615
111262,Dollar Tree 2634,7810 E Speedway Blvd,,Tucson,AZ,85710,1649,PIMA,-110.82576,32.23542,111263,040190040391000,04019004039
111264,Lee Lee Oriental Supermart 2,7575 W Cactus Rd,,Peoria,AZ,85381,,MARICOPA,-112.22178,33.595795,111265,040130719101000,04013071910
111265,Dollar Tree 2635,2051 E Irvington Rd,,Tucson,AZ,85714,1806,PIMA,-110.94096,32.163349,111266,040190041172009,04019004117
111266,Dollar Tree 2643,213 E Dunlap Ave,,Phoenix,AZ,85020,2824,MARICOPA,-112.07066,33.567677,111267,040131053002003,04013105300
111267,Dollar Tree 2644,3927 E Grant Rd,125,Tucson,AZ,85712,2506,PIMA,-110.90839,32.250668,111268,040190029014004,04019002901
111268,Dollar Tree 2650,1855 E Guadalupe Rd,Ste 107,Tempe,AZ,85283,3272,MARICOPA,-111.90831,33.363716,111269,040133199061018,04013319906
111269,Dollar Tree 2651,7750 E McDowell Rd,Ste 106,Scottsdale,AZ,85257,3758,MARICOPA,-111.91314,33.465946,111270,040132179001032,04013217900
111270,Dollar Tree 2658,6065 W Chandler Blvd.,Ste 2,Chandler,AZ,85226,,MARICOPA,-111.94677,33.305222,111271,040139804001000,04013980400
111427,Circle K Store 2741622,2350 E Baseline Rd,,Phoenix,AZ,85042,6907,MARICOPA,-112.03086,33.377857,111428,040131163003021,04013116300
111455,Fast Market 8136,20205 N Cave Creek Rd,,Phoenix,AZ,85024,4441,MARICOPA,-112.03083,33.669773,111456,040136170003007,04013617000
111487,LUCKY MARKET,16401 N Cave Creek Rd,,Phoenix,AZ,85032,2918,MARICOPA,-112.03076,33.635471,111488,040131033051001,04013103305
111511,Circle K Store 2741634,6310 E Golf Links Rd,,Tucson,AZ,85730,1058,PIMA,-110.85753,32.191963,111512,040190040332001,04019004033
111524,Walgreens 12739,15450 N Tatum Blvd,,Phoenix,AZ,85032,,MARICOPA,-111.97797,33.626842,111525,040131032152028,04013103215
111561,Fast Market 8133,7542 E Southern Ave,,Mesa,AZ,85209,2781,MARICOPA,-111.66811,33.393433,111562,040134226091022,04013422609
112117,Dollar  General 11185,951 E Pima St,,Gila Bend,AZ,85337,,MARICOPA,-112.70456,32.949493,112118,040137233051034,04013723305
112153,Circle K 2703488,830 N Pan American Ave,,Douglas,AZ,85607,2146,COCHISE,-109.5577,31.34273,112154,040030006001418,04003000600
112193,Circle K Store 2741626,6691 W Greenway Rd,,Glendale,AZ,85306,3113,MARICOPA,-112.20219,33.625023,112194,040131042163012,04013104216
112276,99 Cents Only Stores 243,750 W Calle Arroyo Sur,,Green Valley,AZ,85614,5883,PIMA,-110.98132,31.912901,112277,040190043261045,04019004326
112293,Walmart Supercenter 4337,1613 N Main St,,San Luis,AZ,85349,,YUMA,-114.78659,32.507488,112294,040270116003104,04027011600
112295,Walmart Neighborhood Market 4603,5500 E 22nd St,,Tucson,AZ,85711,5523,PIMA,-110.87504,32.206776,112296,040190035031002,04019003503
112383,Apache Shell,8291 E 22nd St,,Tucson,AZ,85710,8512,PIMA,-110.81553,32.206539,112384,040190040693007,04019004069
112462,Discovery Market 1,295 S Arizona Blvd,,Coolidge,AZ,85128,4805,PINAL,-111.52397,32.975719,112463,040210010001065,04021001000
112494,Gonzo's Tacna Market,39670 E Hwy 80,,Tacna,AZ,85352,,YUMA,-113.95811,32.696342,112495,040270112021385,04027011202
112552,Walgreens 10111,3434 W Southern Ave,,Phoenix,AZ,85041,4306,MARICOPA,-112.132,33.392216,112553,040131166071010,04013116607
112554,Dollar Tree 2680,1533 N Dysart Rd,,Avondale,AZ,85392,1202,MARICOPA,-112.34084,33.460808,112555,040130612001006,04013061200
112621,Benson Fuel,103 W 4th St,,Benson,AZ,85602,6571,COCHISE,-110.29777,31.968536,112622,040030003013013,04003000301
112672,Walmart Supercenter 3896,21655 N Lake Pleasant Pkwy,,Peoria,AZ,85382,7436,MARICOPA,-112.27879,33.679016,112673,040136136001017,04013613600
112674,Walmart Supercenter 4451,21055 E Rittenhouse Rd,,Queen Creek,AZ,85142,4477,MARICOPA,-111.62891,33.252254,112675,040138171003000,04013817100
112757,Circle K Store 2741641,13908 W Bell Rd,,Surprise,AZ,85374,3863,MARICOPA,-112.35986,33.638763,112758,040130405314002,04013040531
112772,Circle K Store 2741652,5049 W Buckeye Rd,,Phoenix,AZ,85043,4801,MARICOPA,-112.16862,33.436752,112773,040131125142004,04013112514
112851,Walgreens 05156,7800 N Cortaro Rd,,Tucson,AZ,85743,8326,PIMA,-111.09877,32.348694,112852,040190044261006,04019004426
112852,Walgreens 03184,1585 E Guadalupe Rd,,Gilbert,AZ,85234,8800,MARICOPA,-111.75678,33.364693,112853,040134225092000,04013422509
112853,Walgreens 03215,1935 N Power Rd,,Mesa,AZ,85205,3728,MARICOPA,-111.68443,33.427303,112854,040134202022023,04013420202
112854,Walgreens 04435,4420 E Brown Rd,,Mesa,AZ,85205,4001,MARICOPA,-111.73565,33.437267,112855,040134202151027,04013420215
112855,Walgreens 04543,805 S Val Vista Dr,,Gilbert,AZ,85296,3788,MARICOPA,-111.75554,33.334961,112856,040138146001007,04013814600
112856,Walgreens 05392,420 S Sossaman Rd,,Mesa,AZ,85208,2001,MARICOPA,-111.66753,33.407223,112857,040134226091000,04013422609
112959,Walgreens 10241,28516 N El Mirage Rd,,Peoria,AZ,85383,2094,MARICOPA,-112.32297,33.741276,112960,040130405202014,04013040520
113027,Mi Ranchito 2,5035 W Southern Ave,Ste 110,Laveen,AZ,85339,6311,MARICOPA,-112.16697,33.391964,113028,040131166051003,04013116605
113072,Papa Murphy's Pizza AZ022,7250 N La Cholla Blvd,Ste 186,Tucson,AZ,85741,2352,PIMA,-111.01262,32.3386,113073,040190046142008,04019004614
113104,Dollar Tree 3129,200 E State Highway 260,,Payson,AZ,85541,4947,GILA,-111.32055,34.240604,113105,040070004001007,04007000400
113140,Stop N Shop Market 1,3441 W Cactus Rd,,Phoenix,AZ,85029,2223,MARICOPA,-112.13343,33.596336,113141,040131043011004,04013104301
113224,Dollar Tree 2845,16815 E Shae Blvd,Ste 127,Fountain Hills,AZ,85268,,MARICOPA,-111.71919,33.574661,113225,040132168212000,04013216821
113226,Dollar Tree 2855,3930 N Stockton Hill Rd,Ste 1,Kingman,AZ,86409,0551,MOHAVE,-114.03751,35.237247,113227,040159539001014,04015953900
113227,Dollar Tree 2950,1918 W Rio Salado Pkwy,,Mesa,AZ,85201,7650,MARICOPA,-111.87217,33.429501,113228,040134212011015,04013421201
113229,Dollar Tree 2960,1751 Highway 95,Ste 119,Bullhead City,AZ,86442,6902,MOHAVE,-114.58479,35.122013,113230,040159515013002,04015951501
113233,Dollar Tree 2992,3909 E Thomas Rd,,Phoenix,AZ,85018,7532,MARICOPA,-111.99747,33.480389,113234,040131114021000,04013111402
113270,CVS 3383,7550 S 19th Ave,,Phoenix,AZ,85041,6502,MARICOPA,-112.09918,33.378407,113271,040131166132022,04013116613
113271,CVS 3500,1625 N 44th St,,Phoenix,AZ,85008,4124,MARICOPA,-111.98695,33.465919,113272,040131113001008,04013111300
113273,CVS Pharmacy 7022,75 Lake Havasu Ave N,,Lake Havasu City,AZ,86403,5651,MOHAVE,-114.34606,34.4758,113274,040159526001090,04015952600
113277,CVS 89,10010 N Scottsdale Rd,,Paradise Valley,AZ,85253,1421,MARICOPA,-111.92619,33.57671,113278,040132168301035,04013216830
113281,CVS 1743,13870 W Greenway Rd,,Surprise,AZ,85374,5293,MARICOPA,-112.35831,33.623787,113282,040130610292004,04013061029
113282,CVS 1744,6650 W Lower Buckeye Rd,,Phoenix,AZ,85043,7804,MARICOPA,-112.20326,33.422817,113283,040131125131033,04013112513
113285,CVS 3965,5975 W Chandler Blvd,,Chandler,AZ,85226,3422,MARICOPA,-111.94498,33.305264,113286,040138109003001,04013810900
113567,Superstop Liquor,321 W McKellips Rd,Ste 101,Mesa,AZ,85201,1567,MARICOPA,-111.83822,33.451416,113568,040134205013005,04013420501
113579,Super Carniceria El Herradero #2,5434 S 12th Ave,,Tucson,AZ,85706,3276,PIMA,-110.97759,32.152962,113580,040190039011013,04019003901
113591,Honani C Store,1 Qtr Mile W Hwy 264 & 87,,Second Mesa,AZ,86043,,NAVAJO,-110.59494,35.873058,113592,040179400121582,04017940012
113640,Dollar General 11133,1100 N San Antonio Ave,,Douglas,AZ,85607,2420,COCHISE,-109.53235,31.345564,113641,040030008002002,04003000800
113657,Target Store T-2400,995 S Cotton Ln,,Goodyear,AZ,85338,4604,MARICOPA,-112.42677,33.437649,113658,040130610221021,04013061022
113669,Circle K Store 2741612,5850 W McDowell Rd,,Phoenix,AZ,85035,4945,MARICOPA,-112.18587,33.466007,113670,040131124021022,04013112402
113703,CVS 3967,3990 W Ray Rd,,Chandler,AZ,85226,2478,MARICOPA,-111.91036,33.320137,113704,040138102001018,04013810200
113706,CVS 4795,6015 E Brown Rd,,Mesa,AZ,85205,4452,MARICOPA,-111.70143,33.437332,113707,040134202021029,04013420202
113707,CVS Pharmacy 5026,1212 S Greenfield Rd,,Mesa,AZ,85204,,MARICOPA,-111.73666,33.393013,113708,040134225141000,04013422514
113710,CVS 5029,9230 E Broadway Rd,,Mesa,AZ,85208,2426,MARICOPA,-111.63197,33.407887,113711,040134226282046,04013422628
113711,CVS 5303,9152 E Brown Rd,,Mesa,AZ,85207,4339,MARICOPA,-111.63541,33.436966,113712,040134201052022,04013420105
113726,Dollar General 11124,1166 S Naco Hwy,,Bisbee,AZ,85603,9717,COCHISE,-109.91917,31.395437,113727,040030012002000,04003001200
113817,Joseph Quick Stop,14875 N Cave Creek Rd,,Phoenix,AZ,85032,4909,MARICOPA,-112.03067,33.622974,113818,040131035011010,04013103501
113881,Bowie Travel Center,1275 E Business Loop,,Bowie,AZ,85605,4003,COCHISE,-109.4522,32.320023,113882,040030001001189,04003000100
113969,Walgreens 3728,7059 E Baseline Rd,,Mesa,AZ,85209,4803,MARICOPA,-111.6815,33.379345,113970,040134226172000,04013422617
113970,Walgreens 3767,2737 E McKellips Rd,,Mesa,AZ,85213,3016,MARICOPA,-111.77147,33.451782,113971,040134206031000,04013420603
113972,Walgreens 5701,1158 S Crismon Rd,,Mesa,AZ,85208,2597,MARICOPA,-111.61545,33.393871,113973,040134226311033,04013422631
113973,Walgreens 6692,4766 E Queen Creek Rd,,Gilbert,AZ,85297,8005,MARICOPA,-111.6866,33.26643,113974,040138162001001,04013816200
113974,Walgreens 7558,9233 E Guadalupe Rd,,Mesa,AZ,85212,2143,MARICOPA,-111.63506,33.364624,113975,040134226431019,04013422643
113976,Walgreens 7747,3233 E Germann Rd,,Gilbert,AZ,85297,5252,MARICOPA,-111.71975,33.277592,113977,040138160002003,04013816000
114001,Safeway 2709,5035 W Baseline Rd,,Laveen,AZ,85339,7310,MARICOPA,-112.16661,33.377464,114002,040131166102041,04013116610
114012,Fast Market 8128,1636 S Higley Rd,,Gilbert,AZ,85295,4750,MARICOPA,-111.72129,33.315842,114013,040138151002009,04013815100
114021,Food City 171,2000 E Irvington Rd,,Tucson,AZ,85714,1809,PIMA,-110.94175,32.163242,114022,040190041101003,04019004110
114095,Crossroads Trading Post 713,AZ State Hwy 98 & Navajo Rt 16,,Inscription House,AZ,86044,,COCONINO,-110.89684,36.368671,114096,040059422013373,04005942201
114111,Dollar Tree 3719,2540 W Apache Trl,#107,Apache Junction,AZ,85120,,PINAL,-111.57321,33.415379,114112,040210003083017,04021000308
114114,Dollar Tree 3805,3522 W Bell Rd,,Glendale,AZ,85308,4314,MARICOPA,-112.13551,33.639668,114115,040136183002013,04013618300
114115,Dollar Tree 3878,640 N Main St,,Taylor,AZ,85939,,NAVAJO,-110.08733,34.474388,114116,040179638002015,04017963800
114116,Dollar Tree 3931,4455 E McKellips Rd,Ste 101,Mesa,AZ,85215,2552,MARICOPA,-111.7351,33.451775,114117,040134202151004,04013420215
114229,QuikTrip 459,1141 S Crismon Rd,,Mesa,AZ,85208,2661,MARICOPA,-111.61538,33.394501,114230,040134226152013,04013422615
114231,Chandler Liquors,554 N Arizona Ave,,Chandler,AZ,85225,4589,MARICOPA,-111.84155,33.312656,114232,040135230024000,04013523002
114315,Masala Mix India,13048 W Rancho Santa Fe Blvd,Ste 118,Avondale,AZ,85392,1705,MARICOPA,-112.33743,33.460938,114316,040130612001006,04013061200
114396,CVS 5315,2005 N Dobson Rd,,Chandler,AZ,85224,2294,MARICOPA,-111.87641,33.335491,114397,040134222101026,04013422210
114398,CVS 5779,360 N Val Vista Dr,,Mesa,AZ,85213,8624,MARICOPA,-111.75368,33.422192,114399,040134207072000,04013420707
114399,CVS 5794,9069 W Lake Pleasant Pkwy,,Peoria,AZ,85382,8361,MARICOPA,-112.25439,33.674404,114400,040136137003002,04013613700
114550,Trader Joes 282,4726 E Shea Blvd,,Phoenix,AZ,85028,3043,MARICOPA,-111.97871,33.582836,114551,040131032081025,04013103208
114600,Lee Lee Oriental Supermart 3,1990 W Orange Grove Rd,,Tucson,AZ,85704,1130,PIMA,-111.00981,32.323269,114601,040190046151008,04019004615
114697,Robs Convenience,49237 W Papago Rd,Ste 1,Maricopa,AZ,85139,5208,PINAL,-112.0968,32.984554,114698,040219414001070,04021941400
114779,CVS Pharmacy 5812,5954 E McDowell Rd,,Mesa,AZ,85215,9607,MARICOPA,-111.70223,33.466358,114780,040134202061023,04013420206
114780,CVS Pharmacy 5814,9950 E Guadalupe Rd,,Mesa,AZ,85212,2135,MARICOPA,-111.62101,33.364552,114781,040134226423009,04013422642
114782,CVS Pharmacy 5891,3170 S Higley Rd,,Gilbert,AZ,85236,,MARICOPA,-111.72111,33.293053,114783,040138155001047,04013815500
114906,Moon Light Market 1,3515 W Thunderbird Rd,,Phoenix,AZ,85053,5543,MARICOPA,-112.1349,33.610722,114907,040131042124000,04013104212
114936,"Sal Restaurant 1, Llc",5960 N Oracle Rd,,Tucson,AZ,85704,3816,PIMA,-110.97668,32.315464,114937,040190047251009,04019004725
115060,MERCADO Y CARNICERIA EL RANCHO 1,330 S Gilbert Rd,Ste 11,Mesa,AZ,85204,2453,MARICOPA,-111.78847,33.409016,115061,040134216022010,04013421602
115124,ALBERTSONS 977,14551 W GRAND AVE,,SURPRISE,AZ,85375,,MARICOPA,-112.38252,33.66394,115125,040130405071016,04013040507
115319,Kestrel Kafe & Market,10390 S Sierrita Mountain Rd,,Tucson,AZ,85736,1442,PIMA,-111.26511,32.06078,115320,040190043131009,04019004313
115373,MERCADO Y CARNICERIA EL RANCHO 4,303 E Southern Ave,Ste 102,Mesa,AZ,85210,5388,MARICOPA,-111.82486,33.393303,115374,040134223013000,04013422301
115555,Tortillas Don Juan,1924 S 4th Ave,,Tucson,AZ,85713,2905,PIMA,-110.96542,32.198956,115556,040190023003008,04019002300
